statistic_yyy,site_id,village,edu_age_15up_total,edu_doctor_graduated_m,edu_doctor_ungraduated_m,edu_master_graduated_m,edu_master_ungraduated_m,edu_university_graduated_m,edu_university_ungraduated_m,edu_juniorcollege_2ys_graduated_m,edu_juniorcollege_2ys_ungraduated_m,edu_juniorcollege_5ys_final2y_graduated_m,edu_juniorcollege_5ys_final2y_ungraduated_m,edu_juniorcollege_5ys_first3y_ungraduated_m,edu_senior_graduated_m,edu_senior_ungraduated_m,edu_seniorvocational_graduated_m,edu_seniorvocational_ungraduated_m,edu_junior_graduated_m,edu_junior_ungraduated_m,edu_juniorvocational_graduated_m,edu_juniorvocational_ungraduated_m,edu_primary_graduated_m,edu_primary_ungraduated_m,edu_selftaughtl_m,edu_illiterate_m
統計年,區域別,村里名稱,總計,博畢_男,博肄_男,碩畢_男,碩肄_男,大畢_男,大肄_男,二畢_男,二肄_男,後二畢_男,後二肄_男,前三肄_男,高畢_男,高肄_男,職畢_男,職肄_男,國畢_男,國肄_男,初畢_男,初肄_男,小畢_男,小肄_男,自修_男,不識_男
105,臺北市萬華區,頂碩里,6793,13,7,278,39,696,205,182,31,223,10,240,101,516,152,2,310,40,3,2,295,30,1,12
105,臺北市萬華區,雙園里,4224,16,11,165,40,416,144,113,18,132,19,142,72,318,78,7,184,23,8,0,155,20,3,5
105,臺北市萬華區,新忠里,3234,31,7,156,24,414,96,80,14,132,6,104,40,171,40,3,111,20,5,0,69,11,3,2
105,臺北市萬華區,新和里,7914,50,10,348,95,1068,266,251,35,299,19,298,118,388,113,9,196,43,6,0,120,20,6,7
105,臺北市萬華區,糖廍里,5081,15,8,185,35,546,156,145,33,115,6,210,87,395,82,4,209,52,6,0,199,14,2,7
105,臺北市萬華區,和平里,6421,9,13,183,42,552,170,142,39,158,15,241,96,502,130,17,402,62,7,6,339,31,6,10
105,臺北市萬華區,綠堤里,4099,4,9,63,21,304,134,76,25,63,11,193,97,306,106,9,267,51,5,0,212,28,7,6
105,臺北市萬華區,華江里,7893,16,9,199,62,799,233,222,43,239,10,320,123,535,172,8,409,73,12,2,308,18,3,12
105,臺北市萬華區,柳鄉里,4959,9,5,98,33,409,141,142,26,111,14,253,85,389,136,9,283,46,13,7,270,29,5,4
105,臺北市萬華區,日善里,3396,8,3,105,35,326,103,97,15,91,5,115,53,261,76,5,162,35,3,0,135,17,3,8
105,臺北市萬華區,新安里,5756,18,6,133,38,528,161,165,28,162,6,258,82,431,129,12,276,62,2,2,272,35,8,9
105,臺北市萬華區,忠德里,3963,8,4,116,22,387,140,105,26,109,9,163,67,307,71,6,179,25,3,3,171,19,2,6
105,臺北市萬華區,孝德里,3068,6,5,83,18,279,90,73,11,94,9,108,38,235,75,3,180,24,3,0,159,9,4,6
105,臺北市萬華區,和德里,6591,18,7,154,40,459,245,157,36,163,15,271,98,516,211,5,399,69,5,1,310,38,11,18
105,臺北市萬華區,錦德里,5085,10,7,119,29,447,154,154,29,127,12,203,82,416,107,9,256,44,8,2,220,19,1,6
105,臺北市萬華區,全德里,3954,15,9,172,37,405,138,112,21,118,10,138,54,255,74,5,168,40,0,2,134,13,2,3
105,臺北市萬華區,保德里,3090,19,6,118,27,349,106,81,20,100,10,120,40,211,46,4,116,17,5,0,110,9,1,2
105,臺北市萬華區,銘德里,4331,12,4,126,34,390,126,127,24,130,8,176,67,327,80,5,208,25,3,1,182,14,3,3
105,臺北市萬華區,榮德里,3343,9,6,79,18,300,89,90,21,95,4,106,40,250,85,3,213,26,3,1,201,20,5,10
105,臺北市萬華區,壽德里,4758,22,6,193,38,474,147,136,29,148,6,198,77,345,86,4,198,34,2,1,156,17,0,2
105,臺北市萬華區,興德里,4351,9,2,107,26,400,125,93,31,136,14,180,62,333,123,8,249,37,5,0,189,13,3,2
105,臺北市萬華區,華中里,5730,22,8,159,42,540,168,149,28,158,13,210,85,458,111,4,238,35,9,1,271,17,5,7
105,臺北市萬華區,日祥里,5127,28,16,166,40,528,167,155,43,149,8,202,77,337,86,9,189,46,4,1,197,20,6,6
105,臺北市萬華區,忠貞里,4587,16,6,134,21,419,130,141,32,146,7,211,71,275,89,3,239,32,8,0,201,19,6,6
105,臺北市萬華區,凌霄里,3485,5,3,81,16,303,91,96,24,84,8,179,57,243,73,8,179,35,3,0,133,9,4,7
105,臺北市萬華區,騰雲里,2899,10,4,126,19,327,107,87,22,101,8,122,44,171,56,5,89,9,2,1,82,5,1,5
105,臺北市文山區,景行里,6302,38,17,319,63,749,208,180,35,162,9,206,109,331,100,6,171,29,2,1,140,16,1,1
105,臺北市文山區,景東里,6400,42,16,358,67,811,241,167,30,186,12,176,103,317,103,14,122,33,4,0,106,23,2,6
105,臺北市文山區,景美里,4602,44,14,278,55,635,168,154,9,143,6,137,63,215,48,2,76,21,2,1,74,9,1,2
105,臺北市文山區,景慶里,5912,41,15,305,46,732,207,165,29,178,8,183,79,358,95,4,164,27,2,1,126,11,2,2
105,臺北市文山區,景仁里,4154,28,16,288,37,556,142,105,17,123,4,110,61,207,47,5,83,22,1,0,81,12,0,3
105,臺北市文山區,景華里,5241,57,11,274,53,697,179,163,33,140,12,139,87,249,70,3,91,24,1,0,89,16,2,2
105,臺北市文山區,萬有里,4997,67,19,333,43,688,185,130,20,166,6,129,73,221,60,4,94,17,4,2,74,16,1,1
105,臺北市文山區,萬祥里,4104,22,11,234,47,547,146,109,17,138,7,122,56,198,62,2,74,14,0,0,94,8,3,3
105,臺北市文山區,萬隆里,6512,62,23,451,68,886,236,169,28,200,9,141,92,285,80,10,113,17,2,1,86,14,3,3
105,臺北市文山區,萬年里,4911,59,16,325,64,660,158,153,15,163,16,150,56,238,50,6,96,22,1,1,67,16,2,1
105,臺北市文山區,萬和里,3006,43,6,171,24,385,99,76,12,92,9,91,46,144,38,3,81,12,1,0,43,10,0,1
105,臺北市文山區,萬盛里,4377,48,13,309,50,596,134,122,17,128,4,134,44,215,59,4,73,24,4,0,64,8,4,2
105,臺北市文山區,興豐里,4455,45,9,287,47,566,151,114,29,141,4,125,66,223,65,3,101,22,1,1,92,12,2,2
105,臺北市文山區,興光里,3081,17,7,171,19,386,100,89,15,75,3,82,44,194,47,2,58,19,0,0,62,10,3,1
105,臺北市文山區,興家里,6839,42,17,331,78,893,250,216,35,202,12,242,113,429,107,10,164,30,2,0,108,14,1,5
105,臺北市文山區,興得里,5444,51,13,267,61,667,192,157,19,169,7,146,73,315,111,5,138,35,2,1,125,15,2,2
105,臺北市文山區,興業里,4965,47,20,305,55,714,154,150,24,169,8,140,59,252,67,4,98,15,0,0,71,8,1,2
105,臺北市文山區,興安里,5955,70,17,406,69,860,227,172,19,181,9,139,107,228,75,5,92,16,1,0,72,19,0,4
105,臺北市文山區,興福里,5211,36,9,285,58,651,182,150,20,169,6,170,94,295,95,8,126,25,1,0,103,13,3,5
105,臺北市文山區,興旺里,7519,41,18,376,94,1052,253,231,37,208,12,224,98,417,129,7,168,31,5,1,123,21,2,2
105,臺北市文山區,興泰里,3612,28,8,182,42,474,120,123,26,114,8,102,44,189,45,1,71,14,1,0,79,6,2,4
105,臺北市文山區,興昌里,6101,70,17,418,69,861,233,158,31,169,4,160,79,254,79,3,126,27,4,0,82,10,3,2
105,臺北市文山區,試院里,6252,65,19,380,80,863,241,183,20,204,12,154,89,286,77,4,122,20,1,0,88,16,2,3
105,臺北市文山區,華興里,8009,79,32,518,83,992,312,237,35,236,12,215,128,437,145,7,145,46,5,0,134,26,3,6
105,臺北市文山區,明義里,3941,18,11,125,28,276,184,83,24,75,3,120,87,214,154,8,196,55,2,0,150,37,4,17
105,臺北市文山區,明興里,6349,47,14,374,61,758,262,199,37,180,12,152,93,344,107,10,165,24,3,0,128,22,2,2
105,臺北市文山區,木柵里,7983,89,32,524,83,1066,283,202,30,247,21,218,116,333,108,6,164,38,1,0,120,25,3,7
105,臺北市文山區,木新里,9358,72,22,401,77,1006,357,287,50,262,25,369,147,621,189,8,400,90,0,0,247,43,11,20
105,臺北市文山區,順興里,6825,27,22,296,67,798,253,243,41,183,10,210,116,397,125,3,236,38,2,2,178,23,4,9
105,臺北市文山區,樟林里,7730,70,22,451,89,1008,290,279,34,252,15,208,124,400,120,5,162,29,2,0,136,16,4,4
105,臺北市文山區,樟新里,4963,40,14,280,70,651,218,184,21,131,5,155,77,243,61,1,95,19,1,1,81,11,4,2
105,臺北市文山區,樟腳里,5092,32,10,253,51,619,218,119,24,133,9,157,94,324,74,4,149,32,0,1,115,22,4,1
105,臺北市文山區,萬芳里,7239,63,15,431,77,896,268,219,21,198,16,195,115,375,139,3,155,39,3,1,115,12,3,4
105,臺北市文山區,博嘉里,5220,43,15,288,48,614,197,133,28,142,10,134,77,304,106,5,163,25,2,1,129,15,3,3
105,臺北市文山區,萬興里,7460,170,31,517,85,938,298,162,28,190,11,192,156,318,113,3,179,37,1,0,145,27,1,5
105,臺北市文山區,指南里,3487,57,16,192,38,370,124,76,19,74,7,109,69,207,80,1,162,25,1,0,141,18,7,14
105,臺北市文山區,老泉里,827,1,2,6,1,50,23,17,5,13,1,18,18,82,33,0,52,13,3,0,67,13,0,2
105,臺北市文山區,忠順里,3750,45,6,264,44,511,160,107,10,101,8,100,59,153,51,4,63,21,2,0,54,9,2,1
105,臺北市文山區,萬美里,6736,62,17,387,73,893,245,165,38,171,11,222,119,361,121,3,162,44,2,1,85,24,3,5
105,臺北市文山區,政大里,6389,121,37,542,69,933,241,165,20,167,6,126,147,194,68,6,62,34,2,1,54,20,1,2
105,臺北市文山區,樟文里,5559,24,12,273,74,672,208,221,31,131,10,156,105,314,106,4,153,41,1,1,132,19,3,1
105,臺北市文山區,興邦里,4466,37,9,248,54,566,151,147,23,138,5,111,62,235,57,5,98,18,1,0,75,15,1,3
105,臺北市文山區,樟樹里,4416,26,12,205,39,508,176,135,18,128,5,153,61,266,87,8,122,24,1,0,99,14,1,1
105,臺北市南港區,南港里,5742,20,11,205,40,623,206,185,39,177,13,215,102,449,139,7,252,50,2,0,186,22,5,3
105,臺北市南港區,中南里,3423,8,6,83,24,342,107,109,20,81,10,126,43,256,77,6,180,30,2,0,153,13,2,6
105,臺北市南港區,新富里,3685,15,3,138,30,392,138,113,16,110,3,102,61,300,89,3,133,19,1,0,141,9,2,4
105,臺北市南港區,三重里,6202,57,12,467,61,833,202,148,35,163,9,151,90,286,83,11,163,44,1,0,115,16,4,3
105,臺北市南港區,東新里,6621,21,8,228,43,699,223,183,48,171,9,202,88,472,160,12,279,58,1,0,275,23,4,6
105,臺北市南港區,新光里,3450,14,4,139,21,395,129,117,17,89,4,122,48,209,65,3,115,17,0,0,105,7,2,1
105,臺北市南港區,東明里,4218,30,20,255,45,529,145,126,23,145,10,111,47,237,68,11,115,24,3,0,96,9,0,1
105,臺北市南港區,西新里,4357,10,7,134,35,442,143,148,35,102,4,117,55,357,102,2,171,39,3,1,194,14,4,2
105,臺北市南港區,玉成里,4425,15,12,166,36,464,147,143,27,154,6,150,51,293,105,4,152,32,5,0,140,19,4,4
105,臺北市南港區,合成里,6352,25,14,273,58,763,179,200,30,181,9,198,71,428,123,7,185,41,2,1,210,15,0,6
105,臺北市南港區,成福里,6967,26,14,288,62,805,210,231,49,203,19,251,89,453,130,10,211,45,3,1,205,20,4,3
105,臺北市南港區,萬福里,3942,17,8,198,41,511,112,120,18,130,3,115,40,263,39,3,98,25,1,1,101,7,1,2
105,臺北市南港區,鴻福里,4228,18,5,208,31,524,110,125,15,139,10,111,45,276,61,4,139,25,1,0,131,10,1,0
105,臺北市南港區,百福里,4944,15,9,170,41,492,155,181,28,152,8,180,72,348,122,2,176,40,5,1,163,10,0,3
105,臺北市南港區,聯成里,4707,15,8,206,44,568,155,138,30,157,9,143,54,279,99,4,155,23,2,0,159,13,3,5
105,臺北市南港區,舊莊里,8384,31,19,244,59,749,274,244,62,166,12,242,118,689,238,8,429,95,1,1,356,32,11,15
105,臺北市南港區,中研里,8447,207,24,423,80,1031,270,252,63,235,10,203,113,494,114,12,251,41,5,0,224,17,4,8
105,臺北市南港區,九如里,5804,50,20,207,39,632,198,178,39,192,8,189,66,376,136,5,243,55,3,1,202,26,4,8
105,臺北市南港區,仁福里,5132,20,9,236,43,640,188,172,25,165,8,200,78,290,108,4,137,40,3,0,113,10,4,2
105,臺北市南港區,重陽里,4646,39,15,377,40,660,147,119,29,104,7,109,70,195,70,1,92,21,1,2,67,12,3,2
105,臺北市內湖區,西湖里,6755,31,17,329,73,867,241,182,42,210,14,202,82,399,107,10,171,30,9,2,189,17,2,1
105,臺北市內湖區,西康里,8586,58,28,520,79,1189,337,214,41,290,19,218,111,412,114,14,201,43,5,0,123,21,1,7
105,臺北市內湖區,西安里,6090,30,14,351,75,908,195,161,24,237,11,172,78,268,77,8,110,28,2,1,102,5,2,4
105,臺北市內湖區,港墘里,5477,23,16,287,62,754,188,146,15,176,10,147,85,258,85,4,129,29,5,1,115,13,0,3
105,臺北市內湖區,港都里,4955,22,6,286,44,664,198,124,20,171,12,139,75,219,73,2,101,26,3,0,108,12,0,4
105,臺北市內湖區,港富里,8612,33,24,411,91,1102,322,203,50,291,8,264,114,484,142,7,223,51,10,1,168,26,2,3
105,臺北市內湖區,港華里,8024,40,18,436,82,1124,284,209,26,250,18,209,118,436,108,12,184,29,6,1,171,16,2,4
105,臺北市內湖區,內湖里,5430,29,8,317,68,703,194,112,15,173,14,149,68,282,68,8,121,22,1,1,95,14,4,3
105,臺北市內湖區,湖濱里,7454,72,21,461,72,1095,273,187,29,268,10,177,116,310,72,7,136,40,2,0,91,17,2,4
105,臺北市內湖區,紫星里,7310,29,14,348,64,987,266,203,27,257,14,222,91,407,111,6,209,40,4,3,146,21,3,6
105,臺北市內湖區,大湖里,5039,29,16,318,58,762,197,118,18,180,5,158,62,175,62,10,62,24,3,0,69,12,1,5
105,臺北市內湖區,金龍里,4936,15,6,203,41,643,174,143,22,188,9,166,59,327,90,8,153,22,1,1,135,8,1,5
105,臺北市內湖區,金瑞里,6083,21,12,267,52,783,201,174,28,230,6,199,85,318,106,7,157,33,0,0,148,14,2,4
105,臺北市內湖區,碧山里,6344,30,9,263,67,814,235,166,33,204,9,177,90,373,115,8,229,44,2,3,145,15,2,3
105,臺北市內湖區,紫雲里,5362,23,11,241,41,649,192,146,16,181,6,192,107,345,89,10,154,23,6,1,107,11,2,4
105,臺北市內湖區,清白里,7601,43,19,523,85,1139,288,164,25,245,4,174,123,281,84,12,96,32,5,1,94,11,1,2
105,臺北市內湖區,葫洲里,6344,32,15,403,62,888,287,156,18,192,9,144,134,276,74,11,94,41,3,1,82,15,3,2
105,臺北市內湖區,紫陽里,7432,45,22,404,77,1095,315,190,29,276,7,171,112,354,94,14,172,30,6,1,126,14,2,5
105,臺北市內湖區,瑞陽里,7197,37,17,403,74,978,274,175,27,284,15,222,103,336,97,10,157,36,4,1,123,17,0,3
105,臺北市內湖區,瑞光里,4248,21,10,202,37,600,144,132,20,149,16,131,53,216,47,2,93,15,4,0,69,6,1,2
105,臺北市內湖區,五分里,9454,15,9,334,70,930,349,297,55,244,16,296,160,650,230,29,352,65,7,2,265,30,3,10
105,臺北市內湖區,東湖里,7020,12,6,254,65,791,251,226,44,204,14,234,116,441,162,18,242,50,3,1,166,16,2,3
105,臺北市內湖區,樂康里,7806,10,14,299,73,912,277,240,44,222,24,235,98,502,159,17,261,48,4,1,207,23,3,2
105,臺北市內湖區,內溝里,4396,14,6,187,37,524,170,128,23,135,10,154,48,264,66,11,176,33,3,0,139,20,1,2
105,臺北市內湖區,週美里,7116,28,10,371,50,870,220,206,41,206,8,187,92,458,120,6,211,40,14,2,232,21,5,4
105,臺北市內湖區,行善里,6175,14,6,245,42,675,159,198,29,188,17,236,94,467,131,6,238,32,6,2,230,24,6,8
105,臺北市內湖區,石潭里,3460,20,7,185,43,416,120,88,11,103,3,107,29,211,54,7,101,18,1,1,80,6,1,2
105,臺北市內湖區,湖興里,7850,29,19,350,74,956,253,211,45,255,21,307,101,506,149,9,301,62,6,1,214,39,7,3
105,臺北市內湖區,湖元里,5019,16,14,277,61,690,184,154,13,193,11,142,60,290,72,5,99,29,2,1,100,13,1,1
105,臺北市內湖區,安湖里,6987,23,10,343,76,865,300,209,28,224,11,193,122,396,126,16,164,33,1,1,130,9,5,2
105,臺北市內湖區,秀湖里,5794,48,15,367,70,884,215,157,18,219,10,144,106,213,64,9,117,19,2,3,73,14,0,1
105,臺北市內湖區,安泰里,4993,14,8,158,40,558,149,178,31,144,12,199,67,355,86,23,177,41,5,0,122,11,5,7
105,臺北市內湖區,金湖里,8403,74,29,648,88,1251,403,171,24,272,11,142,193,209,72,7,100,38,5,0,59,10,1,2
105,臺北市內湖區,康寧里,7918,41,14,433,94,1029,319,190,36,285,22,215,161,377,104,14,192,58,3,1,117,16,4,1
105,臺北市內湖區,明湖里,4789,8,8,191,45,616,181,137,18,163,9,123,92,256,73,10,147,37,1,0,85,10,2,1
105,臺北市內湖區,蘆洲里,1192,2,3,20,7,92,46,37,13,18,0,38,19,119,38,1,84,16,1,1,69,11,2,1
105,臺北市內湖區,麗山里,5346,35,13,282,51,691,187,131,20,168,13,159,80,274,98,7,144,31,4,0,119,13,0,3
105,臺北市內湖區,寶湖里,7469,118,78,556,90,1243,249,154,21,238,9,166,120,223,67,9,88,32,1,1,78,10,2,2
105,臺北市內湖區,南湖里,4922,36,16,358,47,674,209,124,17,165,5,108,114,169,57,8,70,18,2,1,31,3,0,0
105,臺北市士林區,仁勇里,3620,18,7,111,30,390,150,109,14,120,10,139,69,242,41,7,111,33,3,0,120,11,1,2
105,臺北市士林區,義信里,2905,18,3,128,21,323,98,76,17,102,7,95,52,178,39,4,93,19,2,0,89,9,2,4
105,臺北市士林區,福林里,2767,18,8,134,24,337,93,64,18,86,9,99,47,157,36,0,66,14,3,0,73,10,2,4
105,臺北市士林區,福德里,5492,30,11,252,36,648,179,127,24,167,16,240,115,337,106,15,260,82,6,2,223,44,7,5
105,臺北市士林區,福志里,6993,64,17,438,65,1031,245,189,26,217,6,212,88,297,59,9,141,25,3,1,96,15,1,3
105,臺北市士林區,舊佳里,5708,49,18,274,37,738,165,159,24,137,5,187,95,309,80,11,160,29,5,1,167,10,0,9
105,臺北市士林區,福佳里,7092,43,20,375,70,876,264,226,32,188,11,222,111,370,105,9,167,43,8,0,191,18,3,4
105,臺北市士林區,後港里,7519,33,18,317,64,869,221,257,46,207,14,264,112,492,127,13,269,44,1,2,294,19,1,7
105,臺北市士林區,福中里,6184,17,8,239,39,677,208,200,38,144,10,234,92,399,103,13,243,25,2,0,218,26,4,6
105,臺北市士林區,前港里,4153,17,8,160,35,444,152,118,19,111,3,152,52,248,79,13,153,30,1,1,155,12,0,3
105,臺北市士林區,百齡里,6449,22,11,236,65,747,196,220,39,178,15,219,76,424,113,8,276,40,3,3,214,16,1,5
105,臺北市士林區,承德里,5184,35,11,259,46,665,163,143,39,157,7,168,76,282,59,8,122,26,5,0,120,12,0,7
105,臺北市士林區,福華里,5889,8,12,139,44,547,177,194,40,150,14,235,83,465,127,10,277,47,2,2,211,25,3,4
105,臺北市士林區,明勝里,4590,30,6,207,47,574,145,159,29,155,5,170,56,291,76,4,94,25,3,0,100,12,4,4
105,臺北市士林區,福順里,4829,14,10,154,29,443,154,141,44,144,9,199,73,311,97,7,226,43,8,1,245,18,0,4
105,臺北市士林區,富光里,5414,3,5,117,39,437,159,156,35,150,13,223,83,410,126,14,297,47,3,0,267,20,10,6
105,臺北市士林區,葫蘆里,6960,20,13,193,45,685,215,221,35,215,21,254,104,509,136,17,281,33,6,1,274,18,1,7
105,臺北市士林區,葫東里,3773,3,3,116,22,391,107,119,25,99,7,133,53,287,66,2,170,17,5,0,172,5,3,2
105,臺北市士林區,社子里,5913,13,5,157,36,546,177,175,31,157,12,241,105,397,116,3,306,53,6,2,317,21,1,5
105,臺北市士林區,社新里,8328,14,7,246,51,732,238,261,50,220,22,317,120,622,182,14,444,76,10,1,441,28,3,3
105,臺北市士林區,社園里,6676,9,6,190,40,598,225,181,48,171,4,236,101,497,156,12,360,75,6,1,342,30,5,5
105,臺北市士林區,永倫里,6707,17,8,185,52,694,177,218,45,168,11,268,103,479,121,10,319,55,4,2,365,14,3,4
105,臺北市士林區,福安里,4508,2,5,67,17,296,137,104,41,82,6,158,83,291,140,12,372,87,0,1,444,38,0,11
105,臺北市士林區,富洲里,5423,9,2,101,31,404,154,139,42,134,14,181,89,394,149,19,418,69,4,3,438,62,0,7
105,臺北市士林區,岩山里,3158,26,6,199,32,412,95,80,18,103,5,117,41,149,40,7,92,17,3,0,56,8,0,2
105,臺北市士林區,名山里,6609,54,10,353,71,934,220,137,31,227,11,203,102,307,69,10,138,34,4,0,92,12,1,1
105,臺北市士林區,德行里,3987,24,14,182,31,493,126,114,9,143,7,125,54,209,53,8,93,18,2,0,91,5,3,0
105,臺北市士林區,德華里,5147,24,11,253,40,662,175,139,28,153,9,172,52,262,76,18,125,37,2,2,129,11,0,2
105,臺北市士林區,聖山里,4702,52,15,277,63,656,154,111,18,153,11,145,72,208,54,1,94,17,1,0,70,9,3,3
105,臺北市士林區,忠誠里,5177,45,17,313,71,813,176,156,16,176,12,138,78,194,54,8,89,27,2,0,69,8,1,2
105,臺北市士林區,芝山里,6929,65,14,365,73,1044,259,170,35,220,8,219,103,316,84,11,129,30,4,1,105,16,2,1
105,臺北市士林區,東山里,4758,29,12,240,63,589,200,123,16,156,6,180,86,245,61,8,143,16,2,1,104,14,3,2
105,臺北市士林區,三玉里,5368,38,17,305,57,782,199,133,24,179,8,175,74,225,36,6,105,14,1,1,78,2,0,4
105,臺北市士林區,蘭雅里,7965,50,21,436,95,1161,280,174,27,244,19,246,131,345,72,6,148,37,3,1,147,20,2,7
105,臺北市士林區,蘭興里,5967,45,21,351,70,888,208,143,20,196,9,171,91,274,52,12,91,23,2,0,80,8,0,5
105,臺北市士林區,天福里,5656,33,23,300,54,761,234,152,17,188,10,168,114,242,63,10,87,23,5,0,66,15,1,1
105,臺北市士林區,天祿里,4728,35,13,288,44,679,163,120,28,153,5,135,66,205,34,7,70,16,0,0,64,6,1,4
105,臺北市士林區,天壽里,4581,39,18,289,57,721,144,91,14,174,3,112,88,162,31,6,52,20,0,0,45,12,1,0
105,臺北市士林區,天和里,6885,62,20,433,75,1083,274,172,17,218,13,194,134,223,40,9,115,30,3,1,68,15,1,4
105,臺北市士林區,天山里,6386,72,22,376,74,994,240,127,27,233,11,167,130,228,47,4,76,35,1,1,59,14,2,0
105,臺北市士林區,天玉里,7926,87,31,462,67,1206,301,152,32,268,10,212,139,257,60,8,105,32,1,1,71,32,2,0
105,臺北市士林區,天母里,6093,53,17,386,58,947,234,127,21,179,10,169,101,231,56,6,99,28,1,2,76,13,2,1
105,臺北市士林區,永福里,1179,12,1,67,4,107,36,23,6,29,2,47,25,63,16,2,51,9,0,1,71,3,1,1
105,臺北市士林區,公館里,1314,7,0,23,6,91,44,47,7,32,3,73,20,101,32,1,86,9,1,0,84,8,2,6
105,臺北市士林區,新安里,1844,8,4,78,9,216,51,56,11,59,2,50,23,136,28,2,63,13,0,0,102,16,0,2
105,臺北市士林區,陽明里,2869,30,9,126,21,347,84,76,10,84,3,116,36,161,38,2,95,15,1,0,97,10,3,6
105,臺北市士林區,菁山里,1519,4,1,22,11,127,52,48,13,36,3,77,23,111,35,2,101,16,0,0,115,14,0,7
105,臺北市士林區,平等里,1414,0,1,29,8,76,44,27,11,27,2,54,14,110,36,1,113,4,0,2,154,3,2,5
105,臺北市士林區,溪山里,1360,2,0,14,8,97,24,39,6,22,4,66,16,126,29,3,91,21,1,1,117,10,0,3
105,臺北市士林區,翠山里,2524,31,8,166,29,448,86,63,6,82,2,79,26,88,18,5,25,15,1,0,12,3,1,2
105,臺北市士林區,臨溪里,2754,26,3,150,24,391,76,64,13,75,1,99,47,156,31,4,72,23,4,2,62,8,1,3
105,臺北市北投區,建民里,3918,18,7,184,27,514,145,97,18,124,11,106,63,216,59,5,123,28,2,1,113,12,0,1
105,臺北市北投區,文林里,3856,26,12,173,33,530,116,77,19,118,12,146,65,217,45,8,115,24,3,2,89,5,1,2
105,臺北市北投區,石牌里,4886,22,9,241,43,587,157,145,22,162,14,133,84,263,65,6,148,26,2,1,130,13,2,6
105,臺北市北投區,福興里,6271,37,15,312,50,683,196,193,39,196,18,162,116,391,84,13,180,47,4,0,152,14,1,5
105,臺北市北投區,榮光里,6524,29,15,290,55,736,209,220,35,225,12,203,117,351,97,9,199,36,3,2,178,17,2,3
105,臺北市北投區,榮華里,6810,63,36,418,74,1059,244,146,23,191,15,191,111,235,67,14,129,37,2,2,99,12,2,6
105,臺北市北投區,裕民里,7026,52,23,383,64,951,226,186,31,214,16,183,115,374,90,20,162,28,3,1,145,23,2,4
105,臺北市北投區,振華里,6979,52,22,382,67,875,227,197,32,262,11,212,105,363,78,7,154,43,3,0,140,20,4,1
105,臺北市北投區,永和里,8340,84,19,431,85,1159,338,172,27,271,15,246,140,357,97,12,194,45,0,1,170,20,1,6
105,臺北市北投區,永欣里,7066,172,71,456,77,1176,239,118,20,200,9,142,107,205,42,4,89,22,6,0,60,20,1,2
105,臺北市北投區,永明里,4285,40,15,215,43,508,167,108,17,154,8,118,70,218,50,7,99,23,2,0,82,12,1,2
105,臺北市北投區,東華里,3988,54,10,194,34,457,136,102,20,133,9,132,69,212,46,8,103,23,1,1,102,7,2,4
105,臺北市北投區,吉利里,6117,29,23,302,70,753,191,174,25,219,12,168,114,321,91,13,145,43,3,0,123,18,0,5
105,臺北市北投區,吉慶里,4641,22,13,239,45,544,158,134,13,167,10,136,79,257,76,13,102,26,1,0,93,11,1,2
105,臺北市北投區,尊賢里,4211,17,8,184,37,510,114,120,24,122,8,160,75,250,55,10,139,19,5,1,101,8,2,0
105,臺北市北投區,立賢里,4862,29,11,194,53,571,145,127,17,181,8,144,88,294,82,12,127,31,3,2,119,14,2,3
105,臺北市北投區,立農里,8101,42,16,356,84,937,243,216,45,268,24,243,151,475,135,14,252,54,3,1,223,24,5,3
105,臺北市北投區,八仙里,5089,23,9,215,37,583,169,123,34,146,13,163,84,275,89,14,190,49,4,0,191,25,1,5
105,臺北市北投區,洲美里,1876,6,3,30,6,162,46,53,12,44,3,75,33,138,43,2,115,29,1,0,128,15,1,3
105,臺北市北投區,奇岩里,9065,45,19,405,85,1132,349,252,57,318,18,298,137,516,151,17,257,73,2,1,219,30,5,8
105,臺北市北投區,清江里,8865,21,14,249,55,875,272,212,63,260,29,348,159,646,196,28,500,95,5,1,369,69,3,19
105,臺北市北投區,中央里,7900,35,13,326,70,875,254,217,47,227,15,223,122,498,146,24,316,63,5,1,247,25,0,7
105,臺北市北投區,長安里,5634,25,10,190,45,588,203,179,43,176,9,161,100,337,107,10,194,45,0,1,121,21,1,4
105,臺北市北投區,大同里,5450,32,7,253,35,621,183,150,38,151,8,151,102,354,106,11,210,48,6,1,175,13,2,6
105,臺北市北投區,溫泉里,6176,32,12,260,50,710,216,177,37,201,15,199,87,374,95,12,187,44,0,2,154,17,1,3
105,臺北市北投區,林泉里,2896,11,9,129,39,312,91,83,19,101,3,110,47,179,36,7,93,34,4,0,64,13,0,1
105,臺北市北投區,中心里,6001,49,12,270,49,741,212,155,43,186,14,186,91,362,89,9,143,32,1,2,91,16,2,6
105,臺北市北投區,中庸里,3988,13,7,131,32,441,130,103,26,112,11,127,60,277,58,11,163,40,0,0,161,18,2,3
105,臺北市北投區,開明里,6125,38,4,291,61,728,216,161,34,235,15,198,100,333,100,14,192,38,2,2,132,16,1,7
105,臺北市北投區,中和里,4588,33,6,221,33,563,140,116,16,136,7,148,81,267,62,10,170,33,1,0,114,26,3,3
