statistic_yyy,site_id,village,edu_age_15up_total,edu_doctor_graduated_m,edu_doctor_ungraduated_m,edu_master_graduated_m,edu_master_ungraduated_m,edu_university_graduated_m,edu_university_ungraduated_m,edu_juniorcollege_2ys_graduated_m,edu_juniorcollege_2ys_ungraduated_m,edu_juniorcollege_5ys_final2y_graduated_m,edu_juniorcollege_5ys_final2y_ungraduated_m,edu_juniorcollege_5ys_first3y_ungraduated_m,edu_senior_graduated_m,edu_senior_ungraduated_m,edu_seniorvocational_graduated_m,edu_seniorvocational_ungraduated_m,edu_junior_graduated_m,edu_junior_ungraduated_m,edu_juniorvocational_graduated_m,edu_juniorvocational_ungraduated_m,edu_primary_graduated_m,edu_primary_ungraduated_m,edu_selftaughtl_m,edu_illiterate_m,,,,,,,,,,,,,,,,,,,,,,,
統計年,區域別,村里名稱,總計,博畢_男,博肄_男,碩畢_男,碩肄_男,大畢_男,大肄_男,二畢_男,二肄_男,後二畢_男,後二肄_男,前三肄_男,高畢_男,高肄_男,職畢_男,職肄_男,國畢_男,國肄_男,初畢_男,初肄_男,小畢_男,小肄_男,自修_男,不識_男,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,南山里,4778,16,7,236,43,532,141,165,21,150,9,5,146,74,298,80,157,17,7,1,134,16,2,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,秀山里,4231,11,5,127,37,457,137,116,35,115,4,5,164,49,311,74,181,28,7,0,163,9,2,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,秀成里,3256,15,8,101,45,356,125,117,21,90,6,2,104,37,239,53,127,14,8,1,103,2,2,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,秀福里,4475,15,7,180,39,521,169,133,35,149,6,9,144,55,292,76,152,20,6,0,124,8,3,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,秀景里,5832,24,8,222,50,648,212,192,34,202,13,10,224,70,403,104,235,28,10,2,140,11,3,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,秀明里,4591,20,5,174,26,524,174,137,31,149,7,9,190,58,292,73,120,31,11,0,80,7,4,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,秀峰里,3775,10,8,120,34,409,115,132,23,128,8,6,140,46,239,67,129,25,4,1,81,2,3,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,秀仁里,2950,4,8,104,35,328,81,102,27,77,7,1,124,40,198,70,120,10,4,1,95,4,2,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,頂南里,2912,5,2,69,23,300,121,102,24,70,4,11,159,46,199,53,138,13,6,0,70,9,2,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,華新里,6586,9,7,146,38,664,213,220,44,158,15,15,343,104,524,152,285,38,10,1,131,19,0,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,東南里,4024,14,11,120,30,500,119,132,39,145,5,9,194,58,278,69,113,19,6,0,78,4,2,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,華南里,4618,12,11,159,23,505,164,156,25,114,8,17,201,66,317,98,195,31,7,0,119,21,2,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,忠孝里,4627,9,7,106,33,444,152,133,28,110,7,10,285,66,327,122,254,24,10,1,151,14,4,6,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,崇南里,3786,6,3,119,40,474,125,130,23,119,3,5,173,61,233,65,114,24,11,1,66,9,4,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,景南里,3042,11,1,81,14,285,99,87,27,80,5,7,130,43,222,80,149,20,5,0,108,4,4,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,橫路里,342,0,0,3,0,14,5,3,2,10,0,1,13,2,38,16,31,4,1,2,32,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,內南里,4774,9,7,94,35,450,179,125,30,137,13,15,275,80,398,114,246,31,12,2,164,10,3,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,壽南里,2234,4,3,68,17,193,76,70,18,72,6,8,113,30,154,34,108,30,2,1,77,6,1,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,外南里,6788,15,3,116,22,466,177,190,37,213,24,8,428,116,695,206,646,80,16,4,298,31,12,20,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,復興里,4792,13,7,114,31,450,160,150,25,136,2,12,188,45,358,105,243,26,7,0,158,12,4,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,和興里,4006,15,7,128,37,405,131,116,23,110,10,6,141,51,305,77,144,26,13,1,119,7,1,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,景平里,5114,19,7,212,42,586,145,150,29,158,12,8,194,61,332,87,169,24,8,0,122,16,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,景新里,3408,5,2,76,20,328,117,108,18,91,8,6,134,48,255,81,150,28,7,0,124,11,2,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,景福里,5054,20,8,161,53,545,159,168,36,145,13,10,188,62,308,103,210,27,4,0,146,12,3,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,景安里,4418,16,7,139,47,500,174,153,19,154,7,5,139,63,330,74,165,23,10,1,112,10,2,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,景文里,3005,7,4,123,36,309,105,93,22,92,4,1,107,37,226,58,121,18,8,0,88,7,2,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,錦和里,4997,6,1,123,28,488,207,182,42,170,12,16,189,100,378,114,230,34,3,1,113,8,2,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,錦昌里,2084,9,8,72,21,228,66,62,19,67,1,3,74,34,149,43,103,15,1,0,56,1,1,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,灰󿾨里,705,2,1,12,7,38,23,18,2,22,1,0,37,7,63,21,70,6,1,0,41,4,0,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,積穗里,7493,14,8,220,64,764,252,270,60,213,10,14,252,91,559,163,322,62,0,4,224,13,6,6,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,民享里,2367,3,3,65,21,217,75,84,21,64,7,1,70,21,198,47,153,15,2,0,70,6,2,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,員山里,5560,14,10,193,33,509,195,175,44,153,7,13,161,91,422,128,265,28,5,0,195,13,0,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,嘉穗里,2497,5,3,60,15,221,91,74,23,63,1,6,96,28,232,79,147,11,0,0,83,4,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,文元里,4953,8,6,106,39,443,158,155,44,104,10,10,178,69,389,130,324,30,1,1,187,14,0,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,嘉新里,3714,3,1,72,30,288,124,108,35,68,4,23,124,45,346,129,233,35,4,0,147,10,1,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,民安里,4561,9,5,99,32,406,136,149,32,122,14,9,154,64,403,126,271,50,2,1,155,6,0,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,安穗里,4172,2,2,100,38,381,126,121,31,97,8,6,147,43,355,117,263,33,2,1,135,5,3,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,瑞穗里,2203,11,3,65,23,188,58,55,15,80,2,6,82,26,178,40,107,14,2,0,65,6,1,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,明穗里,4215,6,7,142,53,491,140,135,32,118,10,8,148,42,350,73,195,22,4,0,100,8,2,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,清穗里,3032,2,3,67,23,265,93,98,25,80,6,6,103,45,272,69,199,20,2,3,122,12,2,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,自強里,4693,8,3,129,33,424,157,148,30,115,7,13,146,60,394,127,300,41,1,0,163,21,4,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,德穗里,4210,10,4,125,34,435,156,134,28,126,13,11,109,58,286,95,245,30,5,2,128,9,2,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,民生里,4003,10,9,102,32,406,130,124,22,118,7,11,127,52,325,86,191,20,3,2,122,10,6,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,國光里,3652,11,4,125,35,325,155,126,32,63,12,16,114,33,299,79,199,29,5,0,119,7,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,壽德里,4134,15,2,125,29,416,147,157,26,141,6,12,152,68,324,95,151,25,1,0,77,6,4,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,明德里,3579,6,6,65,26,282,106,115,31,79,6,16,135,50,291,86,237,27,7,1,172,10,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,秀水里,3457,6,5,78,25,336,107,108,19,100,11,4,161,39,283,75,138,29,7,2,130,9,3,8,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,德行里,5905,22,19,274,69,731,215,197,35,185,10,17,179,85,323,119,180,29,6,0,100,7,2,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,宜安里,1736,9,3,64,14,199,58,58,12,57,6,2,68,32,116,34,55,6,3,1,46,3,1,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,安順里,4127,11,7,169,44,465,128,134,22,136,7,7,141,53,298,64,104,22,9,2,92,5,2,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,秀義里,2482,7,8,87,25,276,76,75,14,73,4,8,89,34,192,47,106,13,5,1,83,12,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,秀士里,2342,10,4,73,18,234,84,67,17,55,4,5,90,38,160,50,122,11,6,1,75,5,5,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,興南里,3022,9,3,62,23,279,84,76,24,79,7,7,155,46,263,68,139,24,7,2,95,8,1,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,景本里,2055,5,4,45,14,206,64,61,15,54,6,3,77,23,157,49,86,9,7,0,67,6,2,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,福南里,4032,8,1,91,28,379,158,88,19,93,13,11,245,60,264,95,192,17,9,0,89,7,0,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,中興里,6106,21,10,260,72,707,259,180,37,176,16,11,194,102,381,118,189,30,4,2,143,11,2,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,吉興里,2780,5,9,113,26,287,93,87,21,83,6,6,96,36,187,41,94,12,5,2,63,2,2,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,中山里,2635,4,3,76,15,246,93,78,28,64,4,3,113,37,217,59,124,19,1,0,85,5,2,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,碧河里,3737,6,8,126,25,366,124,136,31,100,5,10,149,57,263,76,174,27,1,2,115,9,2,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,錦中里,3784,2,4,70,34,332,138,116,35,92,6,10,144,44,332,86,232,27,3,2,117,8,2,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,錦盛里,3618,4,3,73,29,299,113,101,32,92,5,11,139,48,291,102,248,33,2,2,119,7,0,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,民有里,2625,4,3,63,18,227,89,89,14,65,8,7,92,29,218,78,170,12,2,1,94,14,1,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,員富里,3084,4,2,64,21,247,107,106,23,62,2,21,116,46,265,100,198,27,4,1,113,12,0,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,嘉慶里,4043,5,3,88,26,291,145,146,41,80,3,8,150,51,348,119,274,41,3,0,157,10,2,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,冠穗里,3231,5,3,121,33,337,132,112,27,94,9,11,114,42,257,51,146,14,3,0,91,5,2,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,國華里,3093,5,1,71,20,278,103,97,30,77,7,6,101,40,273,81,181,25,2,1,105,12,0,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,正南里,3364,4,4,62,18,315,118,89,23,82,8,8,198,47,247,85,172,37,1,1,122,12,4,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,正行里,2770,7,4,91,19,283,115,92,21,66,6,5,86,38,213,50,113,16,0,0,79,3,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,福林里,3186,16,6,131,28,404,113,103,11,109,1,6,132,39,189,55,90,15,6,3,66,5,4,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,文化里,2565,9,3,82,25,311,84,79,9,83,3,5,100,26,175,41,85,9,2,0,64,3,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,豫溪里,4648,9,10,135,27,538,139,142,28,183,13,7,236,57,371,76,236,31,8,3,100,14,2,9,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,光明里,2848,7,6,118,44,374,100,85,14,96,3,3,89,49,157,40,52,15,1,1,33,4,2,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,仁愛里,2480,10,5,92,24,287,85,79,8,82,5,4,91,32,153,54,66,19,3,3,51,6,0,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,永貞里,3214,18,5,133,33,397,118,126,13,107,5,1,110,37,170,52,81,12,2,2,68,10,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,永福里,2603,21,7,133,26,331,109,93,10,94,6,3,105,48,127,37,58,12,2,2,33,8,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,民治里,2700,11,5,90,24,268,75,92,14,77,4,4,119,27,179,40,75,9,4,2,60,8,0,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,永成里,967,1,0,14,3,71,26,18,9,21,3,0,59,8,86,33,60,3,1,2,42,4,3,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,忠義里,765,2,2,11,2,53,25,28,4,14,0,4,50,10,66,20,51,6,2,1,41,2,1,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,永元里,4418,17,6,182,38,498,133,144,16,119,5,11,157,73,295,63,124,20,3,5,88,13,0,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,秀林里,3384,16,10,142,38,387,129,110,17,103,4,9,109,43,233,53,118,17,4,3,71,13,2,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,保安里,6554,36,22,351,63,792,287,188,37,201,12,16,196,94,362,95,134,32,2,2,95,16,5,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,中溪里,4743,14,13,183,43,518,183,167,17,163,3,4,183,71,323,99,165,16,9,3,126,19,5,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,永安里,3820,27,9,187,42,500,165,101,18,117,6,8,116,52,183,44,79,14,5,0,45,9,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,民族里,4253,19,2,182,37,516,160,138,25,132,5,7,141,56,266,67,121,19,5,3,69,10,1,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,民權里,4135,15,4,190,38,513,151,144,22,123,9,7,145,57,249,62,105,19,0,4,85,10,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,中興里,2723,12,5,113,16,344,81,85,9,91,9,6,106,30,142,38,77,13,5,3,60,4,2,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,勵行里,1174,4,2,44,7,124,29,30,5,43,4,0,37,12,87,22,38,5,4,0,41,8,1,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,秀朗里,3654,6,5,126,26,390,104,109,22,82,10,7,149,44,318,65,148,19,12,3,97,12,3,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,秀成里,2762,11,3,112,20,310,98,100,13,85,2,4,131,38,185,47,108,12,2,1,69,6,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,上溪里,1903,10,4,52,17,223,55,58,8,42,6,2,87,38,116,30,58,7,4,2,43,7,2,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,竹林里,3480,11,7,129,29,422,121,132,23,112,8,5,136,39,230,50,109,12,5,4,75,6,2,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,雙和里,3589,19,3,151,26,444,120,101,12,112,4,4,121,55,211,48,80,16,3,2,68,15,4,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,安和里,3657,22,9,176,26,479,134,91,15,110,5,4,128,51,231,40,83,24,3,2,48,6,1,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,水源里,3783,13,7,153,33,484,120,150,15,127,5,9,137,46,236,66,80,11,5,1,75,8,3,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,協和里,2700,7,2,98,17,293,91,83,10,74,9,5,113,39,212,34,93,15,8,4,67,8,1,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,河堤里,2977,13,15,172,39,363,97,88,9,87,6,2,95,43,183,35,72,11,3,0,58,3,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,頂溪里,2342,14,3,113,21,291,75,70,12,56,4,3,90,22,165,23,73,14,1,3,44,3,0,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,潭墘里,4148,23,6,238,31,525,135,124,14,130,9,8,109,75,208,56,68,14,7,3,72,6,2,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,潭安里,4444,22,16,213,49,544,170,155,26,134,2,6,145,73,297,56,96,19,6,2,81,9,3,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,大新里,2468,12,10,128,17,303,87,75,8,71,6,4,79,29,126,31,53,6,3,3,29,8,0,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,保平里,4391,12,12,180,44,492,156,125,21,142,5,6,162,56,291,60,114,38,5,6,101,10,2,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,民本里,3585,9,6,160,41,435,102,118,13,99,5,3,131,49,209,52,119,23,4,2,80,8,0,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,民樂里,4328,30,13,219,51,607,127,131,15,142,6,7,152,53,261,56,103,18,4,3,84,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,光復里,1581,4,2,64,16,188,50,40,4,49,2,3,50,32,98,17,39,10,0,1,35,7,2,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,復興里,2237,8,4,108,24,297,92,59,12,80,1,0,96,26,131,22,43,10,1,1,34,4,2,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,福和里,4846,33,11,258,43,687,179,150,14,160,6,6,165,69,238,69,75,22,4,1,58,9,1,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,得和里,4043,20,13,201,47,540,147,124,22,138,5,3,123,51,201,49,100,21,6,2,58,8,4,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,智光里,3105,9,2,81,15,312,110,103,17,92,6,3,146,51,239,62,121,21,4,3,71,5,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,新生里,833,1,0,12,5,59,20,28,7,19,1,2,40,14,83,27,48,6,2,0,37,5,0,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,大同里,917,0,1,10,3,49,32,30,9,28,0,1,49,11,109,18,53,4,2,0,45,6,1,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,前溪里,1955,8,4,77,11,252,63,58,8,68,1,2,87,23,124,18,38,11,1,1,37,3,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,和平里,4483,20,8,186,31,525,164,129,19,136,9,7,169,56,290,73,136,21,11,3,93,7,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,新廍里,2152,6,3,96,21,260,69,59,10,79,1,2,102,28,145,36,75,8,0,1,49,8,0,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,下溪里,3626,13,5,117,39,367,148,105,18,84,4,3,159,48,282,73,149,18,3,3,108,10,2,8,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,秀和里,4613,20,13,210,49,608,160,141,17,121,7,10,158,57,280,70,131,20,6,2,75,12,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,河濱里,3034,11,7,136,35,332,106,107,11,94,3,3,102,50,221,70,82,16,5,5,51,7,2,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,民生里,3645,18,6,108,33,399,120,123,15,110,13,8,142,40,261,68,120,16,2,4,87,6,1,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,秀得里,2457,9,3,86,27,274,72,86,15,71,3,3,104,36,169,37,84,12,4,1,50,8,2,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,上林里,3233,21,4,130,27,403,116,119,7,96,3,3,118,61,191,52,82,18,4,1,46,7,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,網溪里,1100,7,0,35,6,126,27,39,6,37,2,0,54,15,74,28,34,4,0,2,31,2,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,正興里,2108,11,2,91,22,246,79,60,14,71,2,2,83,23,118,23,47,8,3,0,38,5,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,永興里,3010,14,5,118,23,405,101,96,11,107,7,6,107,43,177,44,71,4,1,1,62,6,4,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,桂林里,3422,12,5,132,33,405,125,116,16,116,2,2,133,45,209,58,93,21,3,2,76,8,5,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,店街里,3816,20,6,194,41,473,124,105,13,105,5,8,143,46,215,39,80,18,1,1,53,4,1,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,信義里,2494,14,6,91,24,335,82,66,5,97,7,3,85,25,141,29,56,8,3,0,47,1,2,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,後溪里,1726,4,3,82,13,213,61,53,6,65,5,4,69,23,95,22,41,11,2,0,48,6,1,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,民富里,2710,4,2,84,25,283,88,113,14,74,2,5,105,34,228,39,113,12,1,2,59,11,2,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,秀元里,2830,11,10,127,28,366,89,90,13,88,3,5,90,40,166,37,83,10,4,3,67,3,1,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,永樂里,2321,8,3,97,25,232,84,73,8,70,2,5,81,37,143,38,63,12,3,2,37,8,2,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市永和區,保順里,9005,56,23,456,90,1112,321,301,38,280,11,19,307,148,497,145,179,47,10,4,92,18,2,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,海山里,5014,12,4,126,35,423,173,156,31,132,7,19,182,65,431,111,253,39,8,0,207,5,0,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,頭前里,6164,22,10,261,53,604,240,144,38,155,10,13,171,102,441,126,360,49,1,1,196,20,4,6,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,國泰里,1432,2,2,29,9,101,57,42,5,37,1,2,51,19,132,40,100,7,0,0,85,4,1,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,全安里,4101,8,8,112,35,329,128,123,26,120,6,11,116,81,378,88,197,25,2,2,153,6,2,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,福基里,3650,15,11,130,34,389,149,101,25,99,11,6,93,53,270,95,177,21,1,0,101,11,1,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,豐年里,3488,1,2,60,23,278,100,97,31,76,5,8,134,41,300,98,233,39,2,2,142,7,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,忠孝里,4472,4,11,108,28,388,175,158,28,129,13,12,167,66,387,93,202,42,4,3,151,12,2,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,恆安里,4148,6,5,107,36,406,189,111,19,112,6,7,140,65,344,95,167,30,5,0,122,9,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,後港里,6560,9,3,137,57,566,310,185,38,135,9,15,210,105,567,157,397,71,4,1,159,14,2,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,文衡里,1928,3,7,61,17,189,71,65,11,74,2,8,55,27,146,32,89,20,3,0,69,3,1,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,中美里,5388,9,2,127,43,449,191,128,38,134,11,13,175,82,499,125,257,43,7,4,220,14,2,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,八德里,2897,1,2,33,7,202,92,85,17,55,4,3,128,45,257,82,229,30,0,1,116,11,1,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,興漢里,3295,18,5,113,24,311,113,83,11,115,9,11,106,45,294,76,140,26,2,0,82,6,2,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,中和里,4309,8,5,86,24,381,165,108,26,91,7,12,150,65,369,97,246,24,6,1,213,15,4,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,西盛里,9248,4,13,193,58,768,360,278,70,192,15,26,318,142,904,246,563,89,4,1,293,22,1,10,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,榮和里,4500,5,3,89,36,302,125,96,38,146,20,8,253,65,501,172,487,95,4,0,185,23,4,11,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,中泰里,4127,4,4,82,21,317,114,86,26,82,6,11,172,58,405,129,234,37,6,1,219,10,3,6,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,瓊林里,5447,0,5,104,36,373,169,138,36,112,12,16,184,83,526,133,415,68,3,0,310,23,6,6,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,文德里,1656,5,1,44,15,150,60,54,8,52,4,3,46,28,145,34,71,13,3,0,56,6,0,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,中誠里,1980,2,2,33,12,169,63,58,9,43,4,1,57,22,171,41,139,20,2,1,120,3,1,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,裕民里,6388,6,6,111,37,468,262,171,55,115,15,12,219,106,543,187,452,58,6,1,288,18,5,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,文明里,1712,5,1,41,16,131,70,44,7,58,3,2,67,32,148,55,72,11,1,0,53,2,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,中港里,5732,8,4,154,56,515,248,156,43,143,4,10,177,101,444,144,329,53,3,1,158,8,3,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,富國里,2288,1,3,43,18,170,73,58,17,32,3,4,88,42,191,54,203,26,1,1,94,6,0,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,思源里,4993,2,9,117,26,400,154,146,30,121,4,18,152,92,445,115,297,38,6,1,218,12,2,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,立人里,2112,6,8,96,17,220,90,73,8,65,2,3,70,47,143,38,71,13,3,0,49,2,1,0,,,,,,,,,,,,,,,,,,,,,,,
