statistic_yyy,site_id,village,edu_age_15up_total,edu_doctor_graduated_m,edu_doctor_ungraduated_m,edu_master_graduated_m,edu_master_ungraduated_m,edu_university_graduated_m,edu_university_ungraduated_m,edu_juniorcollege_2ys_graduated_m,edu_juniorcollege_2ys_ungraduated_m,edu_juniorcollege_5ys_final2y_graduated_m,edu_juniorcollege_5ys_final2y_ungraduated_m,edu_juniorcollege_5ys_first3y_ungraduated_m,edu_senior_graduated_m,edu_senior_ungraduated_m,edu_seniorvocational_graduated_m,edu_seniorvocational_ungraduated_m,edu_junior_graduated_m,edu_junior_ungraduated_m,edu_juniorvocational_graduated_m,edu_juniorvocational_ungraduated_m,edu_primary_graduated_m,edu_primary_ungraduated_m,edu_selftaughtl_m,edu_illiterate_m,,,,,,,,,,,,,,,,,,,,,,,
統計年,區域別,村里名稱,總計,博畢_男,博肄_男,碩畢_男,碩肄_男,大畢_男,大肄_男,二畢_男,二肄_男,後二畢_男,後二肄_男,前三肄_男,高畢_男,高肄_男,職畢_男,職肄_男,國畢_男,國肄_男,初畢_男,初肄_男,小畢_男,小肄_男,自修_男,不識_男,,,,,,,,,,,,,,,,,,,,,,,
104,新北市瑞芳區,龍潭里,734,1,1,17,7,59,26,24,4,18,3,1,16,4,82,28,36,6,0,0,30,4,0,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市瑞芳區,龍興里,2023,5,4,40,14,141,65,75,17,49,1,3,50,14,191,55,120,32,3,0,94,5,5,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市瑞芳區,龍鎮里,1321,1,1,17,7,68,37,45,11,28,1,3,39,15,132,50,99,13,2,1,66,12,7,6,,,,,,,,,,,,,,,,,,,,,,,
104,新北市瑞芳區,龍川里,1684,1,0,18,3,69,56,44,10,23,4,4,24,28,170,58,145,31,2,2,89,11,7,8,,,,,,,,,,,,,,,,,,,,,,,
104,新北市瑞芳區,龍山里,1396,3,1,14,8,77,44,48,11,14,0,4,31,17,170,74,124,24,1,0,61,18,1,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市瑞芳區,龍安里,653,0,0,3,0,40,18,20,3,7,1,1,15,4,69,39,49,13,1,1,35,3,4,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市瑞芳區,爪峯里,3800,2,1,39,10,220,105,119,23,54,5,6,56,34,387,143,353,46,3,0,202,23,23,22,,,,,,,,,,,,,,,,,,,,,,,
104,新北市瑞芳區,柑坪里,1164,0,1,8,1,56,27,31,11,10,1,3,34,20,113,48,131,31,0,1,68,17,6,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市瑞芳區,東和里,1788,0,2,24,4,83,37,38,14,23,0,5,26,13,163,82,179,36,0,1,105,14,10,20,,,,,,,,,,,,,,,,,,,,,,,
104,新北市瑞芳區,上天里,1356,1,0,12,5,73,38,32,14,9,3,0,29,15,119,52,176,25,0,0,89,13,10,6,,,,,,,,,,,,,,,,,,,,,,,
104,新北市瑞芳區,吉慶里,1756,0,1,12,5,94,59,43,16,29,3,6,63,22,156,66,188,33,1,0,110,13,1,10,,,,,,,,,,,,,,,,,,,,,,,
104,新北市瑞芳區,吉安里,3138,2,0,35,14,166,104,71,21,33,2,5,71,33,287,139,312,57,1,1,196,16,8,10,,,,,,,,,,,,,,,,,,,,,,,
104,新北市瑞芳區,傑魚里,1997,0,0,16,4,109,64,54,25,28,2,0,51,17,189,77,216,34,1,0,126,13,7,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市瑞芳區,猴硐里,492,0,0,5,0,18,12,9,3,7,0,1,11,4,47,13,82,10,0,0,47,6,4,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市瑞芳區,光復里,306,0,0,2,0,5,3,8,2,5,0,0,8,2,38,8,40,4,2,0,28,1,3,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市瑞芳區,弓橋里,311,1,0,2,1,16,11,2,3,5,0,2,8,7,29,11,36,14,0,0,30,2,0,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市瑞芳區,碩仁里,171,0,0,1,0,10,2,3,0,4,0,0,8,1,17,5,21,3,0,0,12,2,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市瑞芳區,基山里,480,1,0,3,3,18,9,11,4,12,1,1,11,6,40,12,45,11,0,1,61,4,1,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市瑞芳區,永慶里,458,0,0,2,2,22,7,17,1,4,0,2,18,4,48,20,41,7,1,0,37,7,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市瑞芳區,崇文里,343,0,0,6,0,10,6,8,3,7,0,1,15,3,34,7,34,5,0,0,28,5,0,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市瑞芳區,福住里,179,1,0,1,1,13,3,3,2,3,0,0,10,1,19,6,19,0,0,0,13,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市瑞芳區,頌德里,364,0,0,2,2,20,10,6,1,8,0,0,7,1,50,12,28,5,1,0,29,4,1,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市瑞芳區,新山里,390,0,0,4,1,20,9,8,4,8,2,1,11,2,40,13,31,10,0,0,37,9,3,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市瑞芳區,瓜山里,194,0,0,2,0,11,4,6,0,3,1,0,5,0,21,7,14,3,0,0,21,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市瑞芳區,銅山里,200,1,0,1,0,11,5,3,3,7,0,1,4,1,24,7,12,1,0,0,19,2,4,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市瑞芳區,石山里,353,1,0,4,2,23,6,9,2,10,0,0,14,3,43,12,14,7,1,0,27,5,2,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市瑞芳區,濓新里,297,1,0,1,0,12,4,6,2,3,0,0,3,0,40,9,27,4,0,0,27,3,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市瑞芳區,濓洞里,500,1,0,5,3,20,8,8,5,5,0,0,7,1,53,15,44,7,0,0,42,7,2,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市瑞芳區,海濱里,1268,1,0,8,3,45,29,21,10,12,0,3,20,15,122,34,115,36,0,0,82,21,9,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市瑞芳區,瑞濱里,2060,0,1,19,6,100,43,43,10,20,0,3,24,13,211,89,188,46,0,3,136,21,8,6,,,,,,,,,,,,,,,,,,,,,,,
104,新北市瑞芳區,深澳里,1292,0,0,9,4,44,23,24,6,17,3,0,21,20,104,51,128,40,0,0,108,14,7,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市瑞芳區,南雅里,259,0,0,1,2,11,3,5,2,3,0,0,7,0,29,9,34,6,0,0,17,0,2,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市瑞芳區,鼻頭里,906,0,0,3,1,27,30,17,6,13,1,0,23,7,70,31,123,10,0,0,63,19,3,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市瑞芳區,新峰里,3123,1,1,34,17,160,98,86,22,39,5,7,61,33,319,156,320,49,2,1,119,22,9,8,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,埤塘里,4972,4,0,66,18,275,140,125,31,118,12,12,297,93,508,193,604,77,3,2,245,33,9,7,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,土城里,1889,3,3,48,6,146,60,37,14,46,0,3,73,32,185,42,118,17,1,0,76,4,0,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,員林里,5329,3,7,116,33,461,222,158,39,126,10,14,176,86,430,142,284,45,5,1,190,13,6,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,員仁里,5134,7,3,77,29,381,188,147,30,88,11,16,194,69,430,178,382,47,4,1,216,15,5,10,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,長風里,1907,7,5,71,14,232,83,64,11,67,4,1,63,37,129,29,54,16,0,1,32,2,1,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,日新里,4313,6,4,85,34,338,140,137,29,85,7,14,134,59,371,144,288,37,2,0,199,9,0,6,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,日和里,5321,6,6,106,30,415,179,152,35,98,9,15,167,76,505,155,369,36,4,0,228,7,2,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,貨饒里,3708,3,5,76,33,324,117,107,23,75,7,15,116,51,318,115,243,23,7,0,138,11,2,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,柑林里,2871,5,5,79,33,229,109,98,21,74,7,11,84,45,228,74,151,25,2,0,89,4,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,埤林里,7824,15,8,255,70,810,336,238,50,226,10,34,232,128,546,177,384,52,4,2,177,10,2,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,瑞興里,2955,4,1,68,20,233,85,82,23,49,9,7,92,32,269,82,207,27,3,1,134,7,3,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,清水里,7505,7,7,120,53,626,284,228,50,159,19,35,241,111,669,231,505,63,5,0,213,11,2,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,清和里,5806,1,1,85,20,381,183,156,49,108,8,33,201,76,558,195,529,55,4,0,273,13,3,9,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,永豐里,4019,8,6,116,24,384,134,123,31,78,3,17,122,60,330,120,237,29,1,0,125,6,4,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,清化里,1544,2,2,15,10,103,47,33,10,31,3,13,52,27,180,49,133,15,3,0,78,4,1,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,清溪里,6447,7,3,140,58,533,253,206,41,151,14,35,215,120,534,177,383,70,7,1,195,15,2,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,峯廷里,6932,3,5,98,38,480,266,187,46,119,9,22,200,108,648,216,538,55,6,0,288,18,4,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,平和里,6493,8,6,115,41,520,239,180,47,138,13,23,183,81,616,218,447,58,7,2,245,15,2,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,廷寮里,4469,2,4,73,25,324,183,106,27,84,7,19,164,89,396,172,327,46,3,1,163,10,2,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,大安里,4386,6,4,108,27,324,160,128,33,76,15,7,137,59,418,145,290,41,7,1,190,13,4,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,永寧里,7466,5,10,119,27,520,296,221,52,159,16,14,270,114,686,262,525,61,6,0,282,23,6,7,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,沛陂里,4048,2,4,81,23,307,121,128,34,79,4,8,137,64,354,123,333,58,3,1,170,18,4,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,頂埔里,4478,5,6,68,19,303,182,117,32,91,4,16,168,70,406,160,304,50,3,0,184,17,8,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,頂福里,4657,2,2,65,13,273,140,123,32,69,2,16,153,64,460,186,398,28,2,2,257,29,3,12,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,頂新里,2308,11,3,82,22,249,70,88,12,64,6,4,86,33,155,53,95,15,2,0,46,4,3,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,祖田里,1552,1,2,12,9,91,53,27,13,15,7,1,50,17,158,74,154,17,0,2,88,10,0,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,樂利里,4934,6,11,115,33,435,171,147,42,98,9,17,153,74,436,146,312,36,3,1,144,6,1,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,廣福里,5264,11,7,140,48,555,260,174,33,148,13,28,142,93,378,125,238,45,4,2,133,10,3,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,學府里,3311,6,4,64,24,309,131,86,22,76,3,9,90,38,285,100,192,25,0,0,106,9,3,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,延壽里,4240,3,7,71,21,289,152,127,36,85,9,13,148,56,405,142,330,38,4,1,158,15,1,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,安和里,4633,4,4,83,16,349,204,133,37,95,7,21,163,62,409,146,335,35,6,0,149,9,1,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,青雲里,2751,3,2,55,27,202,118,83,13,68,5,11,84,35,239,74,177,30,3,0,100,11,0,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,員福里,5213,4,1,105,52,421,207,162,43,124,5,18,185,73,458,155,328,42,3,1,189,13,6,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,延吉里,4084,4,3,46,24,253,148,95,31,57,6,14,141,52,435,142,320,49,3,1,205,17,3,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,復興里,4259,8,4,100,43,361,157,108,37,100,13,11,131,69,337,127,315,26,1,0,154,9,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,裕生里,5075,7,5,117,37,396,185,165,31,108,12,17,186,48,451,153,320,36,3,2,194,4,3,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,員信里,4173,3,6,80,25,351,179,120,32,103,13,18,129,59,345,121,264,27,3,0,151,6,0,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,永富里,4856,1,4,74,26,337,183,126,37,95,8,26,143,73,503,169,366,37,0,1,176,10,0,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,學成里,3059,5,4,69,27,266,144,87,25,80,4,3,98,44,216,92,200,22,7,0,103,4,0,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,延和里,5892,7,9,107,35,479,205,186,38,118,7,22,155,79,501,182,407,50,2,3,179,11,2,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,中正里,2969,3,4,78,18,224,115,80,24,79,6,6,63,47,260,86,148,25,1,3,83,6,2,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,學士里,4321,11,10,151,46,425,214,132,27,118,5,19,113,89,290,108,169,46,4,1,86,3,1,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,明德里,5242,22,8,193,50,534,234,161,32,161,16,16,116,90,339,117,214,27,1,0,82,8,3,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,廣興里,3143,1,2,87,24,277,125,116,21,76,3,8,91,57,237,93,135,14,1,1,81,3,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,青山里,2848,4,4,44,19,238,93,70,34,53,10,8,111,45,258,81,211,26,3,1,116,4,1,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,金城里,5575,7,6,111,32,450,224,169,38,153,7,28,186,92,486,154,300,38,7,1,117,8,3,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市土城區,延祿里,3847,1,2,62,17,271,139,118,26,77,7,21,125,55,373,129,288,33,2,3,154,12,0,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市蘆洲區,正義里,9934,20,13,380,84,947,408,309,72,294,16,26,285,179,605,247,415,77,5,0,210,15,3,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市蘆洲區,中原里,4905,11,2,107,26,407,177,131,42,101,8,5,164,76,359,142,354,40,0,2,190,13,3,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市蘆洲區,中路里,3631,3,4,59,23,277,148,138,20,96,13,9,129,55,248,107,276,23,1,0,184,9,0,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市蘆洲區,光華里,4673,2,0,92,26,359,179,111,32,105,9,5,150,87,321,114,371,28,3,0,207,11,3,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市蘆洲區,保佑里,3476,3,3,61,16,251,130,84,30,85,10,5,108,51,247,115,288,20,0,1,192,10,2,9,,,,,,,,,,,,,,,,,,,,,,,
104,新北市蘆洲區,水湳里,9384,7,9,216,70,743,411,237,59,199,11,9,302,175,695,325,647,61,4,3,328,13,7,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市蘆洲區,樓厝里,5756,7,0,115,37,446,228,142,46,131,11,14,219,104,426,174,403,30,0,2,217,19,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市蘆洲區,鷺江里,5057,9,2,108,34,409,201,135,36,112,5,7,157,88,347,145,383,46,2,2,198,15,2,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市蘆洲區,恆德里,5714,11,8,136,42,444,232,152,58,130,14,6,226,97,396,161,371,32,0,1,219,20,1,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市蘆洲區,溪墘里,2999,3,2,58,12,229,99,53,23,75,6,10,100,48,232,66,242,18,1,1,148,12,3,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市蘆洲區,樹德里,3157,2,2,67,17,261,125,62,16,64,6,5,117,53,257,79,241,33,2,1,145,10,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市蘆洲區,保和里,2451,1,3,42,18,164,108,55,16,61,4,7,107,32,183,70,179,15,0,0,122,7,0,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市蘆洲區,仁復里,2002,5,2,39,5,158,63,67,19,54,5,2,67,25,153,45,130,12,2,0,122,5,2,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市蘆洲區,得勝里,3154,3,2,48,9,244,113,66,24,60,7,5,125,40,238,102,228,27,2,1,161,7,2,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市蘆洲區,南港里,5288,6,1,93,28,389,235,127,38,131,10,10,221,108,392,184,402,39,4,1,130,10,2,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市蘆洲區,永樂里,5716,4,3,94,40,431,287,143,40,114,7,14,226,139,451,171,413,39,1,1,170,19,2,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市蘆洲區,永康里,6130,5,9,111,30,418,285,152,60,113,11,15,229,92,488,219,449,47,2,0,148,10,1,8,,,,,,,,,,,,,,,,,,,,,,,
104,新北市蘆洲區,信義里,3736,4,6,57,20,311,122,84,31,66,9,3,127,59,286,114,338,23,4,0,176,11,2,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市蘆洲區,玉清里,5232,9,4,116,44,393,185,119,38,129,10,9,212,91,385,152,398,40,1,1,152,10,0,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市蘆洲區,復興里,3238,4,1,45,23,211,110,78,24,52,2,5,128,48,254,119,292,30,1,0,151,6,2,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市蘆洲區,水河里,8495,4,5,115,52,616,331,229,75,164,17,16,273,162,709,288,634,73,1,1,312,33,1,15,,,,,,,,,,,,,,,,,,,,,,,
104,新北市蘆洲區,仁愛里,4902,3,6,99,29,382,216,90,36,105,8,7,163,89,387,158,354,45,3,0,211,14,1,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市蘆洲區,忠義里,2910,2,0,36,21,193,124,72,48,62,5,5,111,42,230,101,200,31,2,0,98,4,0,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市蘆洲區,九芎里,4951,4,3,71,36,374,215,122,35,93,5,6,160,75,412,171,417,34,3,0,152,14,4,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市蘆洲區,中華里,3065,3,2,57,17,249,115,67,22,65,2,2,94,56,242,111,215,16,3,1,154,9,1,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市蘆洲區,得仁里,2841,1,1,63,17,224,93,66,25,36,7,5,115,23,214,76,259,28,2,1,137,5,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市蘆洲區,仁德里,5109,7,5,108,28,411,206,124,31,114,2,6,190,87,365,137,412,42,2,1,225,16,2,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市蘆洲區,仁義里,4871,2,5,105,27,318,168,115,34,128,10,4,223,73,468,169,498,42,1,2,205,14,3,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市蘆洲區,光明里,4423,4,3,63,24,347,175,109,33,89,10,10,146,62,344,162,323,39,2,0,213,19,2,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市蘆洲區,保新里,2521,1,1,46,10,182,101,52,18,44,2,8,93,33,227,67,183,20,2,2,132,8,5,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市蘆洲區,長安里,4744,3,6,58,22,345,195,99,52,95,11,13,184,74,402,176,428,40,0,0,143,14,0,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市蘆洲區,民和里,2574,1,0,42,12,187,104,57,21,54,1,3,107,34,197,80,209,13,1,1,143,10,2,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市蘆洲區,忠孝里,2287,1,2,48,12,195,108,48,24,50,5,4,70,33,183,61,171,17,2,1,86,4,0,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市蘆洲區,福安里,2972,3,1,47,18,237,125,72,20,63,3,7,131,46,217,91,211,24,0,1,97,5,0,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市蘆洲區,永安里,4709,4,4,73,20,387,189,117,46,88,10,3,196,65,373,165,334,35,2,0,157,14,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市蘆洲區,延平里,3857,4,1,45,25,248,170,94,28,78,9,7,162,65,332,142,328,35,0,1,105,14,3,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市蘆洲區,成功里,6852,6,5,108,53,479,339,176,44,146,17,16,236,123,584,261,499,48,5,4,149,21,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市蘆洲區,永德里,4145,5,2,51,24,331,196,89,40,73,5,8,167,53,331,149,328,27,4,0,116,13,2,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市五股區,興珍里,4548,4,6,82,27,393,166,122,32,91,12,6,146,55,412,144,316,48,3,2,264,17,2,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市五股區,更寮里,1164,3,0,22,2,56,35,34,3,26,3,2,34,19,116,42,114,15,1,0,80,7,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市五股區,集福里,3498,2,4,42,13,216,115,101,19,82,4,7,132,53,367,129,255,27,3,0,161,15,1,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市五股區,觀音里,1382,0,0,13,5,61,46,39,5,17,3,0,47,12,124,56,150,21,1,0,120,21,1,7,,,,,,,,,,,,,,,,,,,,,,,
104,新北市五股區,成州里,5345,2,2,46,20,328,196,152,47,94,7,6,146,71,506,195,506,53,9,0,287,32,3,8,,,,,,,,,,,,,,,,,,,,,,,
104,新北市五股區,成功里,5066,3,3,60,19,386,191,128,40,77,6,13,173,72,475,169,428,68,2,1,219,27,1,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市五股區,五龍里,1386,0,0,13,6,64,59,27,5,23,6,4,45,23,141,56,141,11,1,0,116,12,0,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市五股區,五股里,4062,4,2,54,28,268,166,113,32,82,9,8,148,72,402,122,329,48,3,0,185,18,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市五股區,五福里,3338,1,1,41,17,235,134,117,20,75,4,3,98,51,326,124,243,45,4,1,143,8,0,6,,,,,,,,,,,,,,,,,,,,,,,
104,新北市五股區,德音里,4805,8,5,102,37,364,228,130,32,117,7,3,170,94,411,139,300,37,1,0,131,12,1,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市五股區,陸一里,2214,2,0,30,8,161,62,66,9,68,5,3,108,32,218,67,130,24,0,0,76,10,2,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市五股區,貿商里,2716,2,4,56,10,246,90,93,20,74,6,5,136,41,231,60,138,22,1,1,69,13,3,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市五股區,德泰里,3935,0,3,62,16,262,136,131,36,80,4,9,135,57,384,121,254,26,6,0,124,12,4,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市五股區,成德里,2689,2,2,27,11,153,74,58,22,42,3,7,82,22,272,92,252,26,1,0,182,6,0,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市五股區,六福里,3461,2,0,43,19,247,161,100,20,60,4,5,129,75,321,112,258,27,1,1,91,10,0,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市五股區,集賢里,3480,2,3,36,15,231,136,86,15,45,6,11,104,37,356,124,298,31,1,2,155,19,2,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市五股區,民義里,3095,1,3,48,26,237,125,79,12,64,2,7,92,45,296,111,216,25,1,0,128,13,1,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市五股區,成泰里,5675,6,3,83,30,484,218,199,32,136,7,9,178,92,540,194,408,43,3,3,193,24,1,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市五股區,水碓里,7072,4,7,123,60,531,309,212,45,145,11,13,260,120,606,227,447,62,7,1,257,30,1,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市五股區,福德里,2808,2,3,31,17,198,95,88,18,56,8,6,114,57,286,99,164,26,5,0,96,12,3,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市泰山區,大科里,870,1,0,11,6,47,29,17,6,8,0,9,31,18,85,30,99,11,1,0,55,1,3,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市泰山區,黎明里,3173,6,5,50,25,230,112,105,22,52,13,9,113,63,277,96,218,23,2,1,123,6,1,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市泰山區,山腳里,6093,4,4,109,25,484,204,180,52,160,22,27,228,107,535,171,440,35,7,0,212,7,2,7,,,,,,,,,,,,,,,,,,,,,,,
104,新北市泰山區,福泰里,2634,4,4,30,14,185,72,68,16,61,4,10,108,59,220,83,220,17,6,1,135,3,4,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市泰山區,楓樹里,4039,8,3,57,25,320,144,127,31,98,8,11,165,69,328,131,263,22,15,3,160,9,6,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市泰山區,同榮里,3799,4,3,85,21,309,148,112,40,85,9,16,132,79,315,97,223,35,2,1,132,4,3,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市泰山區,義學里,4143,3,2,83,23,331,160,113,35,94,9,16,164,83,365,95,285,38,2,0,162,11,3,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市泰山區,明志里,3428,9,5,74,30,296,123,70,19,74,7,15,113,48,335,88,211,18,8,0,131,7,2,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市泰山區,貴子里,3557,20,4,81,19,268,155,115,20,84,4,8,130,54,350,93,191,28,6,1,116,8,1,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市泰山區,貴和里,4507,10,5,105,33,354,144,107,31,121,6,12,189,74,455,99,341,37,5,3,115,13,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市泰山區,同興里,3427,6,3,98,15,282,134,113,19,77,3,9,142,65,305,77,163,40,3,2,114,6,2,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市泰山區,義仁里,7261,8,12,209,61,623,287,229,61,151,13,36,257,126,639,196,373,46,11,3,237,25,3,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市泰山區,泰友里,2088,0,4,32,18,182,73,41,14,47,4,5,61,32,212,50,160,19,1,0,76,2,2,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市泰山區,新明里,3140,7,3,64,23,236,88,81,37,54,4,12,140,46,284,88,200,30,2,4,116,5,2,4,,,,,,,,,,,,,,,,,,,,,,,
