年月,地區,食品餐飲類未達50萬(筆數),食品餐飲類未達50萬(金額，新台幣),衣著飾品類未達50萬(筆數),衣著飾品類未達50萬(金額，新台幣),旅館住宿類未達50萬(筆數),旅館住宿類未達50萬(金額，新台幣),交通類未達50萬(筆數),交通類未達50萬(金額，新台幣),文教康樂類未達50萬(筆數),文教康樂類未達50萬(金額，新台幣),百貨類未達50萬(筆數),百貨類未達50萬(金額，新台幣),其他類未達50萬(筆數),其他類未達50萬(金額，新台幣),食品餐飲類50萬(含)-75萬(筆數),食品餐飲類50萬(含)-75萬(金額，新台幣),衣著飾品類50萬(含)-75萬(筆數),衣著飾品類50萬(含)-75萬(金額，新台幣),旅館住宿類50萬(含)-75萬(筆數),旅館住宿類50萬(含)-75萬(金額，新台幣),交通類50萬(含)-75萬(筆數),交通類50萬(含)-75萬(金額，新台幣),文教康樂類50萬(含)-75萬(筆數),文教康樂類50萬(含)-75萬(金額，新台幣),百貨類50萬(含)-75萬(筆數),百貨類50萬(含)-75萬(金額，新台幣),其他類50萬(含)-75萬(筆數),其他類50萬(含)-75萬(金額，新台幣),食品餐飲類75萬(含)-100萬(筆數),食品餐飲類75萬(含)-100萬(金額，新台幣),衣著飾品類75萬(含)-100萬(筆數),衣著飾品類75萬(含)-100萬(金額，新台幣),旅館住宿類75萬(含)-100萬(筆數),旅館住宿類75萬(含)-100萬(金額，新台幣),交通類75萬(含)-100萬(筆數),交通類75萬(含)-100萬(金額，新台幣),文教康樂類75萬(含)-100萬(筆數),文教康樂類75萬(含)-100萬(金額，新台幣),百貨類75萬(含)-100萬(筆數),百貨類75萬(含)-100萬(金額，新台幣),其他類75萬(含)-100萬(筆數),其他類75萬(含)-100萬(金額，新台幣),食品餐飲類100萬(含)-125萬(筆數),食品餐飲類100萬(含)-125萬(金額，新台幣),衣著飾品類100萬(含)-125萬(筆數),衣著飾品類100萬(含)-125萬(金額，新台幣),旅館住宿類100萬(含)-125萬(筆數),旅館住宿類100萬(含)-125萬(金額，新台幣),交通類100萬(含)-125萬(筆數),交通類100萬(含)-125萬(金額，新台幣),文教康樂類100萬(含)-125萬(筆數),文教康樂類100萬(含)-125萬(金額，新台幣),百貨類100萬(含)-125萬(筆數),百貨類100萬(含)-125萬(金額，新台幣),其他類100萬(含)-125萬(筆數),其他類100萬(含)-125萬(金額，新台幣),食品餐飲類125萬(含)-150萬(筆數),食品餐飲類125萬(含)-150萬(金額，新台幣),衣著飾品類125萬(含)-150萬(筆數),衣著飾品類125萬(含)-150萬(金額，新台幣),旅館住宿類125萬(含)-150萬(筆數),旅館住宿類125萬(含)-150萬(金額，新台幣),交通類125萬(含)-150萬(筆數),交通類125萬(含)-150萬(金額，新台幣),文教康樂類125萬(含)-150萬(筆數),文教康樂類125萬(含)-150萬(金額，新台幣),百貨類125萬(含)-150萬(筆數),百貨類125萬(含)-150萬(金額，新台幣),其他類125萬(含)-150萬(筆數),其他類125萬(含)-150萬(金額，新台幣),食品餐飲類150萬(含)-175萬(筆數),食品餐飲類150萬(含)-175萬(金額，新台幣),衣著飾品類150萬(含)-175萬(筆數),衣著飾品類150萬(含)-175萬(金額，新台幣),旅館住宿類150萬(含)-175萬(筆數),旅館住宿類150萬(含)-175萬(金額，新台幣),交通類150萬(含)-175萬(筆數),交通類150萬(含)-175萬(金額，新台幣),文教康樂類150萬(含)-175萬(筆數),文教康樂類150萬(含)-175萬(金額，新台幣),百貨類150萬(含)-175萬(筆數),百貨類150萬(含)-175萬(金額，新台幣),其他類150萬(含)-175萬(筆數),其他類150萬(含)-175萬(金額，新台幣),食品餐飲類175萬(含)-200萬(筆數),食品餐飲類175萬(含)-200萬(金額，新台幣),衣著飾品類175萬(含)-200萬(筆數),衣著飾品類175萬(含)-200萬(金額，新台幣),旅館住宿類175萬(含)-200萬(筆數),旅館住宿類175萬(含)-200萬(金額，新台幣),交通類175萬(含)-200萬(筆數),交通類175萬(含)-200萬(金額，新台幣),文教康樂類175萬(含)-200萬(筆數),文教康樂類175萬(含)-200萬(金額，新台幣),百貨類175萬(含)-200萬(筆數),百貨類175萬(含)-200萬(金額，新台幣),其他類175萬(含)-200萬(筆數),其他類175萬(含)-200萬(金額，新台幣),食品餐飲類200萬(含)以上(筆數),食品餐飲類200萬(含)以上(金額，新台幣),衣著飾品類200萬(含)以上(筆數),衣著飾品類200萬(含)以上(金額，新台幣),旅館住宿類200萬(含)以上(筆數),旅館住宿類200萬(含)以上(金額，新台幣),交通類200萬(含)以上(筆數),交通類200萬(含)以上(金額，新台幣),文教康樂類200萬(含)以上(筆數),文教康樂類200萬(含)以上(金額，新台幣),百貨類200萬(含)以上(筆數),百貨類200萬(含)以上(金額，新台幣),其他類200萬(含)以上(筆數),其他類200萬(含)以上(金額，新台幣)
103年06月,嘉義市,97004,136826707,19745,45382543,14585,62822365,170927,183353583,16327,87105582,35401,91974101,46024,134653269,39623,58721077,7957,20024085,7743,32125169,65193,76810200,8015,47849293,15965,44429214,18466,64865314,15646,23881300,2311,5973994,3292,13409086,23085,28717375,2802,22838575,5214,14989941,5899,24414608,7163,11957108,1127,3192473,1909,10322082,13445,19514148,1429,16647081,2604,8003429,2924,14247241,3168,5897834,441,1471039,610,3108419,4715,6969413,452,5468604,866,2867361,1018,5465360,2536,4989401,274,934825,620,4355801,3614,5098518,374,5299954,761,2484779,787,4166898,1138,2675798,186,516434,268,1139028,1741,2362444,230,3258020,458,1545779,560,2221568,4546,9865842,792,3295411,1542,12354924,8177,13530082,1094,17906654,1934,8153660,1752,10901141
103年07月,嘉義市,106962,153290190,20619,46897248,15850,74897995,173516,184192489,16690,80665159,34476,82959080,63387,187718581,43547,65673883,8646,21372472,8415,34994099,67325,78824244,8125,47461725,16284,41221504,28875,98990126,17191,26654743,2835,7479683,3511,15673078,24196,30395235,2992,20239972,5256,14213422,8833,34129680,7971,13563963,1319,3899396,2136,11621660,14145,21043371,1401,16640776,2469,7235475,4538,22248908,3395,6676913,484,1408067,730,3773902,4730,6681087,485,4786636,917,2694705,1478,6382108,2874,5530839,351,1336940,695,4529108,3715,5408948,372,4586157,726,2309992,1172,5288128,1219,2732407,213,596650,309,1735564,1888,2675206,224,2272251,454,1550437,638,2931095,5025,9456025,889,3191003,1645,13439995,8511,13499491,1078,15026696,1953,6831498,2699,14113253
103年08月,嘉義市,114286,175306921,21770,48545952,16064,65550313,173171,179206102,18671,83361900,36181,85863505,49084,142139503,46833,75813830,9160,22357268,8457,31548972,67885,77020899,8674,48400245,17318,43377484,19778,67600722,18527,29634679,2880,7010492,3457,14066552,24445,29487424,2997,22131573,5341,13942318,6394,23999422,8562,15588892,1243,3749504,2172,11483772,14317,20177516,1516,15685352,2721,7772711,3325,15903980,3606,7193179,449,1520061,746,3221735,4697,6612654,481,4225589,939,2678377,1119,5478966,3184,7327791,355,1227430,690,4346472,3854,5515022,425,4910314,749,2194329,919,5351282,1350,2750228,173,529812,334,3108616,1898,2758237,273,2945041,471,1601347,428,1980451,5460,12305009,921,3139134,1807,13256747,8631,13313026,1173,17283794,1948,6523388,1861,10895185
103年09月,嘉義市,101045,144006505,19837,46911425,14550,61277260,165130,165925385,16979,85938316,39935,154411082,45739,139091325,40260,59940763,8001,20691033,7426,30891922,63654,70582620,7997,49988201,18404,77070840,17960,68954395,15718,24636770,2361,6780430,3072,12202043,22861,26868463,2868,21073295,5870,25936185,5709,25813170,7428,12242963,1188,3836899,1832,10800134,13535,18763418,1357,14957722,2844,13183019,3158,16615221,3264,5878884,445,1526702,559,2470366,4452,6326114,512,4923309,1088,4251485,1037,4968569,2825,5937544,369,1327179,584,3783162,3603,5959020,461,5507303,869,4633380,842,6189509,1262,2598636,165,823819,297,1498567,1833,2439562,236,2138210,524,2841290,474,1729194,4606,8924884,879,3652333,1553,10716530,8190,12237860,1063,13259487,2232,11973528,1821,10039221
103年10月,嘉義市,95307,130739369,20448,49341042,14795,59230014,171366,165566218,17345,83066761,57067,185273853,47975,150304583,38883,53756726,7930,20805383,7616,29368034,66250,71663706,7952,44549423,26458,93543977,19310,76100505,15283,22805193,2384,6685644,3066,13748789,24004,27220369,2768,21170108,7319,26632857,5994,27861314,7033,11362305,1120,4036767,1895,10080486,14158,19373663,1422,13520633,3619,14299435,3352,19066319,3023,5417441,448,1275168,546,2146874,4638,6218034,452,4294606,1202,5648959,1109,5264468,2647,4851167,330,1058348,619,3974002,3772,5340312,362,4070831,1145,4538231,860,4670890,1114,2231095,177,600646,303,1877562,1885,2348039,257,2741854,606,3542827,458,2142832,4500,8092180,881,3312649,1691,15641256,8336,11573743,1070,13371836,2595,13935715,1882,11319652
103年11月,嘉義市,93444,137644186,19711,50747468,14905,61000485,162320,151653528,16667,72039644,39904,114489056,45522,139318470,37124,55664753,7504,20938256,7677,32153803,63011,66349373,7520,34839189,16616,50145426,17949,66789617,14711,23632639,2251,6844089,3158,14787620,22626,25470265,2518,14081648,5485,16542906,5591,24347924,6906,11564242,1158,4328418,1929,10075709,13368,17449478,1252,9137241,2610,9694021,3153,16610691,3070,6431715,390,1446238,611,3586911,4508,5927273,402,2805117,953,3776735,1012,5660647,2700,5491709,341,1388934,608,3908552,3789,5437144,381,3068483,800,2955196,830,4743585,1158,2415280,164,944762,322,1734731,1802,2272719,227,1524530,555,2107821,356,2047215,4344,9087120,790,3844811,1612,14049796,8224,11744930,972,10589543,1980,8627825,1887,11069642
103年12月,嘉義市,99735,154135761,24783,65575172,16322,65391077,166271,147542189,17743,78470614,40564,106363153,51767,159571740,39209,60833422,9484,26748095,8222,34605318,63793,63416672,7661,36976113,17511,49294979,20338,78407843,15603,25919259,2769,8019533,3366,16311081,23039,24612084,2663,15733725,5585,16269929,6595,29093775,7141,13684831,1310,4479908,2055,13193186,13832,16963510,1344,9980770,2755,9073369,3443,16177533,3293,6306930,447,1562681,662,3239787,4539,5702502,458,2752199,1001,3403277,1103,5520267,2705,5864598,396,1738127,619,4061121,3870,4973983,379,3179281,823,2957165,886,4732417,1166,2580677,254,1067067,332,2008933,1798,2161447,241,1693501,459,1524434,510,2565682,4560,10041942,1064,5318841,1766,14464268,8275,11007934,1097,11349126,2173,8328806,2211,13557796
104年01月,嘉義市,102985,165776454,23220,63571372,18259,72187815,161354,133132055,18486,77596485,37368,107568816,49404,159331974,42249,69022996,9273,26898093,9580,37013245,64080,59296278,8583,43866466,17308,54268983,19579,75601868,16713,30126825,2790,8732331,3950,15700450,23058,23258132,2913,19049973,5720,17717789,6356,29154103,7865,15409328,1387,5210792,2370,12318365,13287,15544375,1425,11928682,2651,9783871,3340,16098924,3411,7522404,469,1794333,772,4440187,4484,5486218,475,4303079,901,2582435,1128,7547199,3073,6913139,392,1787141,685,3032266,3713,4719549,402,4221795,831,3206843,926,5331943,1296,2704059,228,962941,331,2000462,1838,2115213,256,2341503,457,1642718,472,2493426,4886,12538238,996,4748793,1853,14540802,8097,10514090,1017,11732247,2085,10152011,2047,12386005
104年02月,嘉義市,106538,191739645,27962,69999377,19313,75430903,154750,129992254,20373,94025001,46278,128623659,44468,143437326,45221,82827884,11616,31030188,10468,39516200,62380,58117756,9471,49222863,21798,64187456,17981,69797637,18407,35933945,3444,9768562,4146,15970605,22941,22318524,3183,18941221,7170,21937726,5759,26477286,8540,18951384,1609,5548403,2426,12469884,13290,15042156,1602,15342115,3495,10979264,3176,15412695,3870,9196817,575,1746590,756,3621108,4385,4996296,489,4242300,1159,3576027,1129,5719445,3374,8503666,441,1503650,691,3114790,3724,5522620,417,4627677,1076,4083703,868,4732411,1389,3319568,237,864155,352,1886238,1700,1920234,246,1917819,595,2239957,469,1809659,5221,13595346,998,4025457,1905,14329078,7856,9619001,1138,14415975,2456,10711406,1869,10726504
104年03月,嘉義市,90074,130758118,20560,49788781,16172,60144870,161515,137471155,19391,90368860,32562,108709352,45259,135939203,35979,53101216,8016,21406888,7988,30428956,63383,59598617,8196,44302245,14290,54852808,17471,65902716,14053,22770024,2293,6537119,3338,13190319,23089,23322413,2756,17289537,4518,16360495,5591,26426169,6782,11185146,1105,3603347,2047,11694379,13934,15759429,1284,12550385,2173,8921246,3037,16024403,3039,5717275,400,1327722,627,2852079,4663,5919471,542,5383667,841,3522619,1021,4472553,2547,5441127,355,1507519,595,3410702,3892,5245909,416,4145906,735,3879062,798,4537576,1117,2019553,190,877297,304,1675467,1866,2243454,223,2455533,471,1982595,456,2191123,4254,8336236,812,3166939,1657,11468655,8464,10960020,1109,13881185,1719,8529802,1721,9508452
104年04月,嘉義市,95517,139549800,21844,51631862,15925,70918631,160026,136625211,18444,92169584,37681,116170034,45498,138889954,38584,57881991,8471,21850790,8420,37450783,63507,60319241,8256,46133182,16325,51365437,17742,67606023,15536,24459815,2547,7513577,3387,15570660,23330,23877210,2890,22076623,5040,16910814,5634,23390845,7125,11686801,1241,3939729,2073,11627840,13583,15841815,1411,16072624,2455,10030440,3093,15891060,3172,6181807,474,1553040,653,3492381,4652,5412000,520,4591242,866,3532235,992,5171599,2743,5644300,365,1422630,629,3161908,3850,5757661,414,5161913,757,3161902,786,4875351,1132,2340564,198,708847,349,1939945,1906,2148166,239,2421264,542,2007056,420,2368145,4446,9779769,824,3836527,1745,14621569,8249,10396298,1025,13573574,1950,8820168,1802,12551673
104年05月,嘉義市,109101,164759264,23143,53963568,16176,69379071,165665,144278045,18610,89823847,40205,105542113,46031,146327371,43930,67950145,8939,21665965,8348,34250026,65081,62438499,8289,50509838,17217,49099695,17901,70039676,17597,29537244,2806,7426025,3260,15202214,23511,24543160,2678,19971375,5537,16686752,5758,28358753,8201,14153841,1289,4372507,2043,11188948,13630,16049139,1404,15386775,2648,9526239,3031,15032826,3663,7112532,420,1186422,665,3750354,4655,5610231,508,5657985,995,3330325,988,4518234,3101,6547382,350,1219575,558,2774222,3903,4983591,412,5228892,829,2830657,811,5293249,1342,3189497,200,681208,303,1717779,1904,2259939,234,1795177,483,1683463,535,2604204,5073,11959754,933,3917420,1781,15551418,8458,10990226,1145,15665336,2178,8425992,1770,10366345
104年06月,嘉義市,103927,146321323,20968,47892018,16118,73385507,166821,149010349,18195,88061705,37466,95194162,46350,145250969,41958,60726585,8152,20665390,8385,36309594,66060,64552243,8205,47493280,16532,47643075,18072,70215617,16708,27244904,2516,6992554,3545,16936725,23731,25340902,2777,22266982,5219,14887776,5842,34248991,7920,12946670,1229,4032741,2117,13403648,13811,17300531,1378,14290958,2622,8273255,3200,16572415,3504,6546885,437,1317192,692,3414395,4631,5662760,436,5019541,986,3265339,1111,6142882,3025,6344420,320,1529795,606,2736747,4007,5222415,415,5285416,724,2536698,812,3647805,1236,3024191,199,641648,293,2080342,1843,2165620,248,2122770,448,1304633,449,2112813,4955,9942671,851,3327025,1674,12549874,8271,11017697,1055,16501517,1883,7081271,1797,10969915
104年07月,嘉義市,110846,161818370,22132,50405158,17605,75697816,167760,147055474,19746,90823991,36627,87927933,67331,201932415,45570,68190841,8960,22341308,9574,40030486,67460,65894156,9296,52528995,16391,42959952,30815,110163338,17894,28383239,2951,7495716,3965,17658972,24712,26599886,3297,23984897,5150,14098638,9582,37014188,8604,15201139,1361,4053189,2348,12682538,14083,17097862,1597,15648456,2666,7919603,4945,21664052,3634,6818925,423,1120372,764,3456551,4787,6068004,543,5139173,822,2479067,1707,7219362,3215,6481533,370,1490743,732,3918613,4058,5357605,434,4378137,764,2632561,1336,5522095,1348,3237121,226,690806,370,4172174,1878,2275397,279,2504482,477,1442131,682,2709533,5040,9565461,961,3773044,1994,15856121,8638,11122530,1132,15076459,1883,6486796,2887,15584061
104年08月,嘉義市,130053,207417578,21819,47689427,17790,70268755,160929,133797100,19595,92636128,36540,87279975,52225,147678959,53191,86022948,8675,20435752,9511,36158101,64916,59962270,8887,52123171,16616,42763200,20869,73722530,21005,35755452,2919,7438398,3917,16392532,23313,23081331,3032,21031533,5239,13329515,6849,26719863,9836,17155467,1289,3859079,2480,13774342,13361,14969135,1466,15880581,2590,6952333,3343,14624674,4216,8532894,499,1311068,790,3542297,4665,5150282,536,5426892,897,3194465,1281,4759372,3631,7645278,372,1358644,700,3440601,3941,4899478,413,3973481,784,2755026,911,4469993,1704,5050779,212,735351,397,1966172,1895,2183551,263,2933656,471,1449199,473,2544719,6037,12712614,882,3375015,1974,12881039,8310,10568489,1212,17105195,1916,6321166,2040,10581092
104年09月,嘉義市,112599,177530465,20359,47675350,16742,62872286,159962,129780106,20210,100337563,37936,129238336,46107,133813026,45292,72781093,7885,20555568,8496,33480278,63543,57657445,8751,50191523,17178,68767813,17589,64531487,18381,31138130,2456,6096938,3414,13659746,22918,22723829,3039,22179945,5465,22029529,5727,22540674,8660,15705524,1109,3219011,2123,11051729,13541,14911562,1447,14758402,2556,12357657,2852,12864833,3964,7780120,401,1271258,707,3619273,4775,5593351,556,5442641,883,4167867,1021,4090355,3463,7921629,318,1234903,615,4173488,3891,5057956,488,5473354,843,5169627,774,3670798,1404,4396394,153,478334,340,2211206,1814,2071515,217,2170012,512,2718201,409,2701605,5490,12270604,866,3648964,1712,12222260,8244,10248736,1098,14418367,2105,11173129,1810,10021983
104年10月,嘉義市,103706,152394843,22644,54076223,16744,67048107,164236,133764590,20710,95140513,59040,230677111,49167,161504786,42833,62109514,8541,22414652,8728,34712422,65899,60332627,9175,47007242,25550,99618184,18462,74556859,17016,26770433,2547,7056840,3753,16063161,24103,23206190,3060,19037366,7287,28916377,6255,30307006,7940,13056351,1194,4104199,2064,12520695,14147,16105906,1537,13442412,3733,20813731,3136,16018052,3691,6751104,442,1289344,734,3935892,4906,5956870,546,4471061,1309,6202223,1168,5319069,3110,5879311,301,1192124,677,3787987,4013,5730223,455,3152799,1022,5407015,899,4555287,1362,4560050,185,595944,334,1877683,1865,2205654,252,2167359,636,3154859,416,2232643,4845,9088967,793,3946466,1826,14574236,8499,10556620,1146,13683901,2564,16493199,1889,11414085
104年11月,嘉義市,101192,162338941,20623,51271289,16196,68008023,161189,129450080,18982,84750130,39015,111208927,45818,145586762,40913,64218985,7855,22312892,8440,36894363,64389,57489620,8255,42712257,15194,45814524,17211,70816072,16339,27498773,2395,6767956,3554,15593268,23537,22835766,2651,15806227,4694,15156890,5676,26259843,7668,13330138,1060,3550490,2115,11551529,13541,14521611,1380,11229410,2346,8569655,2967,15486831,3564,7605748,445,1394127,688,3690052,4843,5323605,449,4206833,873,3651350,1150,5547998,3090,6594928,340,1724374,642,4727256,3873,5034095,402,3597278,755,2622416,815,4629847,1252,4605008,163,629963,337,3509797,1878,2280093,227,1979891,432,1473795,396,2327358,4800,9693181,832,3951037,1886,15915010,8342,10279586,1072,13539783,1870,7494183,1740,13558015
104年12月,嘉義市,103290,170947063,23774,59623508,18258,72446962,155703,119754549,19759,83289478,39618,104077132,48624,158757019,41650,69412942,8728,24038917,9046,38284189,62009,53126906,8267,40375807,16525,47154449,18435,72912302,16957,29802635,2608,7718683,3842,18065767,22404,21140385,2777,15897841,5393,15457845,5928,29814160,8172,15475725,1323,4354308,2223,12283448,13057,14014188,1361,9800321,2462,8440637,3122,16133516,3626,7852149,440,1381805,767,4518458,4646,5102344,543,4292807,933,3327969,1064,5418749,3197,7150263,353,1490327,803,4911158,3763,4517167,448,3151302,762,2561448,905,5596634,1511,4418105,198,727071,385,2381531,1820,1942503,258,2152182,509,1911278,413,1957466,5012,10532893,976,4520381,2118,18474682,8130,10942093,1047,12915364,2097,8839516,1946,12366399
105年01月,嘉義市,116574,219031139,24561,66060292,18431,81671915,56386,41577395,20512,100996527,43372,123110182,35314,126781179,48284,90123750,9857,27898186,9521,43804975,17722,17155528,9011,51390857,19108,57043876,13690,62336298,19076,37956323,3039,8811547,3884,17017013,6663,6837424,3025,19881045,6021,18168879,4686,22799784,8874,18842864,1311,4870835,2169,11899929,3021,4163733,1441,13838072,3001,10321829,2542,14124892,4077,9703820,440,1680756,784,4819290,1121,1326564,551,5480959,1095,3694752,817,4368028,3577,9326280,395,1865728,756,4405189,842,1021736,414,4590275,884,2998489,696,4523762,1522,5387816,217,763148,352,2887364,479,469773,254,3319523,533,2325844,313,1876322,5507,13947930,946,4831412,1930,16009506,1761,2754686,1084,18212191,2362,9972340,1410,9638006
105年02月,嘉義市,107813,193550327,24578,60715254,17974,78017828,48852,36138291,27128,102178137,44893,123674779,38880,126126495,46393,82985366,9967,26670066,10233,42029435,16711,14862911,11852,54656399,20274,58777757,15701,60308267,18743,37009643,3021,8260676,4183,18755858,6452,6198992,3985,20348924,6456,18717753,5353,20796290,9050,19014963,1421,4732055,2334,13503316,2969,3707022,1811,13097876,3133,10501999,2807,12865840,4065,9806537,519,1802053,769,3770012,1160,1246188,636,4475060,1092,3875171,966,4139856,3562,9048558,396,1453517,739,4682065,856,863483,532,4082048,911,3608460,782,3850781,1673,4995942,185,719170,371,2052045,482,499903,313,1658766,506,1489869,424,1509633,5190,14897921,870,3855360,1932,15388259,1689,2214786,1230,12149183,2215,8784537,1682,9742368
105年03月,嘉義市,99376,157934831,16386,40569470,14398,55470322,52327,41099707,21678,90900587,28310,91879786,35423,115820536,39993,62341214,6091,16295486,7241,27342815,16644,15097709,8789,44090954,11311,39045317,13225,53529240,16119,27685289,1998,6189820,3164,12299283,6216,7530186,3048,16704942,3988,14095079,4748,21072684,7613,12864111,906,3140287,1869,9569395,2857,3432087,1396,12333447,1817,6983756,2504,12604675,3603,6894778,341,1147944,577,1790600,1117,1387033,522,4319923,647,2463124,867,5139617,3042,6487496,292,1346773,598,2930149,839,1079264,434,4053007,680,3688053,686,4101419,1195,3486067,113,423666,315,1405746,480,665710,256,1936857,316,1854989,397,1641220,4716,11202659,694,3321215,1617,12484263,1674,2625964,1029,14284492,1424,7010007,1439,10463091
105年04月,嘉義市,102246,160525683,21845,50667822,14254,64855414,52966,41270292,21858,89173905,36653,114855260,36047,117357665,41958,65058268,8174,20335503,7346,31123098,17354,16743845,9032,43949448,15316,52355952,13493,54020936,16919,28357370,2566,6653381,2881,11866887,6567,6595928,3155,18554770,4831,16032020,4982,20831647,8239,13574071,1158,3951187,1716,10098558,2896,3677047,1458,12918620,2438,9715901,2442,13445890,4006,7927521,424,1521122,583,2739360,1197,1333894,544,5155751,947,3769035,971,5092516,3217,6869996,397,1391875,535,3043413,824,1133483,478,4455004,882,4065375,689,3455984,1360,5045873,197,777477,320,1919902,473,471899,304,2773443,419,1445735,380,1504995,4882,11609080,866,4102473,1621,17067921,1656,2408393,1098,14180148,1947,9425731,1547,10169475
105年05月,嘉義市,109979,178202050,21202,49419340,12475,60813226,54811,45622122,21467,96432911,36178,94488989,37983,127975860,44209,71171943,7992,20202112,6483,31675245,17558,17281938,9006,49086998,14080,38651548,13991,59067769,18012,30652938,2397,6211944,2623,12372663,6830,7030225,3099,21212498,4863,12979438,4937,23246538,8313,14383534,1167,3856995,1434,9163352,2975,4087282,1471,13249816,2394,7405891,2320,11054790,4035,7665313,487,1569242,539,2449784,1202,1557610,565,5867191,802,2698704,931,3901792,3425,7205358,344,1321846,491,2784571,901,978230,474,5007681,687,2567814,648,2935459,1443,4404345,203,756834,285,1794137,469,584744,260,1884091,418,1465698,406,1672160,5226,12432552,913,4139816,1460,15868876,1723,2377965,1063,14355919,1741,6724097,1538,8912150
105年06月,嘉義市,113504,177660086,19916,45346370,13704,62264406,56257,46972811,22963,99485687,37511,94164834,40310,123911556,46204,72399571,7621,19755810,7117,31289879,18533,18866491,9689,51911364,16034,42798512,15280,63552969,18909,32444333,2357,5851835,2907,13280348,7017,7667364,3411,24090094,5296,14123342,5180,22603833,8642,15298125,1171,3733658,1778,10097010,3310,4573436,1633,15377001,2596,7621048,2605,12487927,4191,8257251,419,1090679,598,2790733,1299,1854736,566,5580990,869,2573602,908,4575065,3446,7367988,300,1088415,480,3205796,948,1305191,493,5138788,809,2674322,754,4929861,1615,4946487,156,550281,303,4426667,492,643051,301,2908042,401,1249879,360,2155118,5559,13322623,889,3687991,1595,13235649,1854,2947415,1180,19283424,1914,6903085,1596,10679082
105年07月,嘉義市,124182,198298438,20433,46321372,14500,65199234,55414,46409405,24762,85639677,35996,89951118,63662,190884324,51801,78671986,8035,20374339,7741,32598491,18540,20232396,10425,45820543,15139,41240489,27784,96753618,20763,33392923,2832,7598420,3231,14994318,7128,7803322,3843,20812940,5194,13379636,9308,35729309,9608,16233532,1211,3500012,1839,10478001,3270,4124460,1676,13045736,2664,8373572,4808,19835974,4665,9290422,466,1329298,669,3625508,1244,1616401,676,4925895,900,2534582,1641,7811768,3929,8067478,372,1517780,638,3325419,942,1175216,527,3914836,820,2869455,1311,6123925,1771,5154250,183,479818,322,1999326,468,689039,337,2473697,420,1878385,584,2722174,5893,13420488,825,3403310,1666,12760328,1764,3122107,1187,14988907,1791,6647035,2830,15253244
105年08月,嘉義市,117359,200583395,19945,43301264,14309,58214188,53193,42860817,23396,95317248,30750,72811358,44794,140085698,46965,78878876,7608,18493882,7553,30165401,19646,19137740,9613,49794129,12052,30389584,17298,73498103,19623,33203053,2565,6710193,3126,13058693,7729,7359165,3460,22623434,4142,10699689,5752,26784991,8857,16621878,1210,4055625,1864,8885670,3786,5247225,1654,15861487,2170,6280349,2947,16558259,4388,9149214,425,1300061,657,2616652,1458,1717500,597,5202859,792,2316206,1061,5785489,3712,7890539,361,1360229,572,2714050,1132,1307601,458,4925915,677,2292980,899,4760936,1628,5067771,163,630852,342,1459849,495,625852,294,2514302,362,1059706,548,2295841,5982,12972110,857,3474888,1667,10778995,2262,3224386,1235,18596762,1535,5585422,1779,12454884
105年09月,嘉義市,112455,192205067,16190,38587449,13091,51249731,45367,37516671,20480,84766799,34257,125864250,38384,126296478,45457,72619739,6080,15637420,6843,25655660,18534,17339259,8474,41758096,14779,61404531,14355,57183900,18609,31429162,1926,4930360,2828,9992879,7325,6865302,3039,19176814,4870,22091042,4788,20424171,8799,15748252,915,2747881,1613,7746316,3608,4050475,1428,12911291,2352,10674960,2594,12898290,4246,9059822,336,1048783,638,2575797,1540,1563581,584,5063910,879,4569525,982,4465454,3775,9122556,244,859363,533,3356132,1295,1608973,450,4369085,870,5980847,781,5307701,1565,5071607,144,504749,302,2342928,521,634071,268,2281497,490,2872643,455,2082069,5394,11277305,728,3340731,1378,7986803,2114,3639588,1165,16567082,1939,13886122,1529,10944383
105年10月,嘉義市,112086,174665546,19564,47269034,14368,54708020,49420,42498842,21827,84123703,52559,207344168,42117,139159109,46178,66260202,7295,19338890,7562,28165379,21254,20288319,9003,42014797,20767,83021510,16072,67263749,18631,28806493,2288,6138848,3262,14231426,8369,8455552,3065,17291770,6469,24571233,5505,24893440,8691,13996488,1104,3682505,1762,8210756,4248,4715757,1604,13934701,3396,16160720,2803,14455031,4265,7765035,425,1208301,690,2721812,1722,1834134,579,4795501,1287,5392559,1068,5114394,3614,6910713,304,1255939,603,2933807,1583,1531493,449,4107721,1023,5351188,832,4620353,1519,4685394,142,567905,294,1186708,591,690893,279,2402126,546,2476646,484,2257765,5494,11967040,756,3990436,1516,11401727,2362,3099186,1275,16753522,2429,15470105,1743,10098595
