statistic_yyy,site_id,village,edu_age_15up_total,edu_doctor_graduated_f,edu_doctor_ungraduated_f,edu_master_graduated_f,edu_master_ungraduated_f,edu_university_graduated_f,edu_university_ungraduated_f,edu_juniorcollege_2ys_graduated_f,edu_juniorcollege_2ys_ungraduated_f,edu_juniorcollege_5ys_final2y_graduated_f,edu_juniorcollege_5ys_final2y_ungraduated_f,edu_juniorcollege_5ys_first3y_ungraduated_f,edu_senior_graduated_f,edu_senior_ungraduated_f,edu_seniorvocational_graduated_f,edu_seniorvocational_ungraduated_f,edu_junior_graduated_f,edu_junior_ungraduated_f,edu_juniorvocational_graduated_f,edu_juniorvocational_ungraduated_f,edu_primary_graduated_f,edu_primary_ungraduated_f,edu_selftaughtl_f,edu_illiterate_f
104,臺北市大同區,永樂里,4943,11,6,151,20,623,156,142,11,152,7,6,184,70,398,44,166,50,10,0,248,23,5,10
104,臺北市大同區,朝陽里,4094,10,1,103,34,529,133,146,18,129,7,10,158,45,320,41,151,34,5,0,222,24,13,21
104,臺北市大同區,星明里,5299,10,5,171,38,730,142,201,19,163,6,4,212,91,408,63,196,49,11,0,257,39,8,18
104,臺北市大同區,光能里,4565,6,2,120,28,507,135,196,19,134,9,12,158,75,368,50,186,34,11,2,281,33,8,23
104,臺北市大同區,大有里,4492,2,3,89,22,538,147,123,14,118,5,12,173,76,377,58,178,37,13,1,271,21,11,15
104,臺北市大同區,延平里,3795,3,1,93,19,441,102,124,13,90,4,9,178,58,293,55,170,36,8,0,228,24,11,19
104,臺北市大同區,雙連里,8603,9,7,180,51,965,252,358,40,246,12,21,338,140,711,126,337,80,13,1,502,58,17,49
104,臺北市大同區,南芳里,3645,2,3,83,27,455,110,159,16,95,3,13,130,66,279,54,139,29,5,1,237,27,8,21
104,臺北市大同區,民權里,5857,12,7,172,53,786,173,241,27,183,6,10,213,106,434,67,184,50,14,2,298,28,13,30
104,臺北市大同區,景星里,2589,2,1,43,15,223,62,94,10,43,1,4,95,30,187,39,121,31,3,0,229,26,8,29
104,臺北市大同區,隆和里,2795,5,3,55,18,315,85,91,7,78,2,7,110,45,218,37,97,23,8,0,188,17,3,17
104,臺北市大同區,蓬萊里,4522,5,2,109,28,557,131,174,17,108,4,10,191,60,331,55,171,29,11,2,270,25,9,19
104,臺北市大同區,國順里,2732,0,1,42,9,225,70,74,10,46,1,10,90,42,202,45,113,36,6,0,235,26,8,22
104,臺北市大同區,國慶里,4020,9,4,113,20,533,139,154,19,110,3,8,146,60,295,41,129,35,8,1,240,25,6,19
104,臺北市大同區,揚雅里,4010,1,2,48,25,364,81,118,14,103,3,10,147,46,261,53,166,31,5,3,255,45,11,51
104,臺北市大同區,斯文里,4985,5,4,112,16,521,115,156,17,100,6,14,185,67,396,74,230,53,11,1,299,50,14,77
104,臺北市大同區,鄰江里,5963,7,5,95,32,651,168,175,22,139,6,10,203,69,453,63,271,49,14,0,449,41,12,48
104,臺北市大同區,至聖里,7376,17,6,212,48,910,229,266,33,242,8,13,291,77,551,96,245,60,14,1,474,39,13,43
104,臺北市大同區,老師里,5462,6,4,98,13,561,168,192,20,121,11,14,192,71,411,78,241,54,12,0,405,42,14,31
104,臺北市大同區,重慶里,6064,20,12,188,33,796,195,214,32,168,9,28,204,95,438,75,210,47,12,1,371,38,9,24
104,臺北市大同區,保安里,3828,9,5,87,26,413,110,131,14,91,2,3,159,53,294,55,141,31,12,1,275,25,6,21
104,臺北市萬華區,福星里,5018,17,11,125,21,544,121,174,30,127,4,5,214,53,377,76,274,41,7,4,288,36,10,36
104,臺北市萬華區,萬壽里,3180,6,2,87,11,370,68,94,11,78,3,2,197,50,233,25,192,26,4,0,168,18,8,13
104,臺北市萬華區,西門里,3525,17,8,114,31,435,91,130,25,91,6,6,165,44,268,39,177,28,7,2,180,23,2,16
104,臺北市萬華區,新起里,6009,19,3,209,48,847,162,197,24,163,2,7,269,74,403,68,276,38,7,2,342,37,8,22
104,臺北市萬華區,菜園里,5626,4,4,115,28,611,142,198,27,106,5,8,204,56,448,80,279,37,5,3,387,36,12,38
104,臺北市萬華區,青山里,5410,6,3,76,18,482,133,139,23,105,3,9,234,67,398,73,325,54,5,0,455,57,16,64
104,臺北市萬華區,富民里,4683,5,3,90,27,432,118,141,22,118,7,15,189,65,343,75,261,35,15,2,388,32,5,39
104,臺北市萬華區,福音里,3238,6,0,81,17,389,93,92,11,77,4,10,109,37,272,33,153,21,5,0,218,18,10,15
104,臺北市萬華區,仁德里,4470,8,4,161,36,624,138,133,13,128,8,5,158,59,300,38,178,35,4,1,242,17,4,21
104,臺北市萬華區,富福里,5794,5,2,112,25,504,133,128,19,120,5,9,178,57,412,70,251,55,9,0,328,40,16,42
104,臺北市萬華區,頂碩里,6839,10,8,144,35,739,183,204,29,150,7,13,255,75,510,90,292,52,5,1,487,59,22,62
104,臺北市萬華區,雙園里,4247,8,1,99,28,464,112,154,19,105,3,3,138,46,365,50,184,32,3,2,259,18,19,30
104,臺北市萬華區,新忠里,3330,6,2,112,18,373,80,109,13,93,6,8,165,44,200,40,163,20,5,1,210,18,11,34
104,臺北市萬華區,新和里,8051,18,11,214,53,992,242,288,43,248,14,21,339,118,589,92,284,44,7,2,429,56,31,55
104,臺北市萬華區,糖廍里,5133,8,5,119,33,566,158,161,18,125,7,8,185,51,348,63,239,31,7,1,393,34,7,38
104,臺北市萬華區,和平里,6453,4,3,100,40,600,170,188,28,92,10,16,201,66,505,95,323,64,5,0,577,63,26,83
